 CNTY , CONAME ,TOTPOP,POPRANK,POPSQMI,POPANGNO,POPANGPC,POPBLNO,POPBLPCT,POPHISNO,POPHISPC,POPOTHNO,POPOTHPC,POP04TOT,POP04F,POP04M,POP04PCT,POP514TO,POP514F,POP514M,POP514PC,POP1544T,POP1544F,POP1544M,POP1544PC,POP4564T,POP4564F,POP4564M,POP4564PC,POP65T,POP65F,POP65M,POP65PC,POPTFNO,POPTMNO,POPTFMPC,POPTMPC, UNEMPRT , TANFRECP ,FSPARTIC, PCPI , MCELIG , LIVEBIR ,ADBIRNO, ADBIRPCT ,UNWEDNO, UNWEDPCT , LBWNO , LBWPCT ,PRNTNO, PREPCT ,FERTILRT,TBNO,TBRATE,SYPHNO, SYPHRATE ,GONNO, GONRATE ,CHLAMNO,CHLAMRTE,PERTNO, PERTRATE ,VARICNO, VARICRTE ,AIDSNO, AIDSRATE , ALLDEANO ,ALLDEART,CDDEANO,CDDEART,HRTDEANO,HRTDEART,STRDEANO,STRDEART,CANDEANO, CANDEART ,LNGCANDN, LNGCANDR ,BRCANDN, BRCANDR ,COPDDN, COPDDR ,DIADEANO, DIADEART ,INFDEANO, INFDEART ,FTLDEANO,FTLDEART,ACCDEANO, ACCDEART ,MVDEANO, MVDEART ,HMIDEANO, HMIDEART ,SUIDEANO, SUIDEART , POVTOT ,PopUniv_Tot, POVPCT , POV017NO , PopUniv_LT18 , POV017PC , POVGT17N , PopUniv_18+ , POVGT17P , CHIP , Medbirth , Totbirth , MedbirthP , LaborForce , #UnEmp , UnEmp% ,PercapPop,PersInc, PercapInc ,AREA2,PreNatal,NOHILT65,NOHILT65POP,NOHILT65%,NOHI1864,NOHI1864POP,NOHILT18,NOHILT18POP,NOHILT18%,Alzheimer's,ALZDEART, FLUDEANO , FLUDEART , CLNDEANO , CLNDEART , PRSTDEANO , PRSTDEART , NEPHDEANO , NEPHDEART , LVRDEANO , LVVRDEART , SEPTDEANO , SEPTDEART ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 248 , Winkler County ,"6,833",189,8.1,"3,379",49.5%,130,1.9%,"3,289",48.1%,35,0.5%,538,264,274,7.9%,926,467,459,13.6%,"2,671","1,297","1,374",39.1%,"1,685",856,829,24.7%,"1,013",560,453,14.8%,"3,444","3,389",50.4%,49.6%,3.2%,42,662,"$32,488","1,528", 135 ,7,5.2%,66,48.9%,9,6.7%,102,85.0%,104.1,0,---,0,---,6,87.8,27,395.1,0,---,0,---,0,---,78,1005.8,#REF!,#REF!,16,---,8,---,18,---,6,---,1,---,10,---,2,---,2,---,0,---,5,---,2,---,0,---,1,---,"1,007","6,387",15.8%,367,"1,781",20.6%,640,"4,606",13.9%,132,81,117,69.2%,"3,354",109,3.2%,"6,505","211,334,440","$32,488",841.1,120,"1,728","5,794",30%,"1,327","3,965",401,"1,829",21.9%,3,---,3,---,1,---,1,---,0,---,0,---,0,---,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 249 , Wise County ,"57,641",55,63.7,"48,841",84.7%,648,1.1%,"7,618",13.2%,534,0.9%,"3,715","1,812","1,903",6.4%,"8,434","4,092","4,342",14.6%,"24,022","11,643","12,379",41.7%,"15,147","7,539","7,608",26.3%,"6,323","3,417","2,906",11.0%,"28,503","29,138",49.4%,50.6%,4.2%,81,"3,105","$29,918","7,384", 804 ,33,4.1%,270,33.6%,56,7.0%,478,64.5%,69.1,2,3.5,0,---,10,17.3,86,149.2,1,1.7,23,39.9,3,5.3,478,975.1,#REF!,#REF!,112,232.1,28,61.7,105,199.5,43,78.7,7,---,32,61.5,20,---,7,---,2,---,37,67.4,22,37.6,2,---,4,---,"5,463","56,251",9.7%,"1,989","14,131",14.1%,"3,474","42,120",8.2%,631,405,777,52.1%,"27,429","1,161",4.2%,"57,461","1,719,118,198","$29,918",904.6,741,"13,290","51,050",26%,"10,358","36,615","2,932","14,435",20.3%,11,---,8,---,10,---,3,---,6,---,9,---,2,---,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 250 , Wood County ,"41,965",72,64.5,"36,282",86.5%,"2,419",5.8%,"2,973",7.1%,291,0.7%,"2,242","1,096","1,146",5.3%,"4,239","2,029","2,210",10.1%,"13,267","6,366","6,901",31.6%,"12,193","6,331","5,862",29.1%,"10,024","5,459","4,565",23.9%,"21,281","20,684",50.7%,49.3%,4.6%,93,"2,362","$26,537","6,961", 438 ,15,3.4%,151,34.5%,37,8.4%,213,51.7%,68.8,1,2.4,0,---,14,33.4,55,131.1,0,---,59,140.6,1,2.4,536,840.0,#REF!,#REF!,137,207.1,31,45.7,117,167.7,51,69.2,7,---,36,49.7,12,---,0,---,2,---,40,91.6,22,47.6,4,---,5,---,"4,775","40,234",11.9%,"1,786","8,637",20.7%,"2,989","31,597",9.5%,684,266,437,60.9%,"17,991",824,4.6%,"41,817","1,109,697,729","$26,537",650.2,412,"8,491","31,953",27%,"6,812","23,230","1,679","8,723",19.2%,11,---,14,---,11,---,7,---,7,---,3,---,8,---,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 251 , Yoakum County ,"7,308",186,9.1,"3,451",47.2%,88,1.2%,"3,731",51.1%,38,0.5%,690,336,354,9.4%,"1,044",515,529,14.3%,"2,828","1,453","1,375",38.7%,"1,843",917,926,25.2%,903,491,412,12.4%,"3,712","3,596",50.8%,49.2%,3.3%,22,499,"$35,320","1,294", 150 ,7,4.7%,48,32.0%,12,8.0%,78,55.3%,103.2,0,---,0,---,0,---,11,150.5,0,---,0,---,0,---,48,686.9,#REF!,#REF!,12,---,2,---,7,---,1,---,1,---,4,---,2,---,0,---,1,---,3,---,2,---,0,---,0,---,"1,257","7,388",17.0%,460,"2,160",21.3%,797,"5,228",15.2%,128,67,143,46.9%,"3,890",130,3.3%,"7,414","261,862,480","$35,320",799.8,141,"2,365","6,701",35%,"1,727","4,505",638,"2,196",29.1%,4,---,4,---,1,---,0,---,1,---,0,---,0,---,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 252 , Young County ,"18,248",128,19.8,"15,287",83.8%,259,1.4%,"2,552",14.0%,150,0.8%,"1,198",588,610,6.6%,"2,348","1,120","1,228",12.9%,"6,311","3,123","3,188",34.6%,"4,815","2,513","2,302",26.4%,"3,576","2,041","1,535",19.6%,"9,385","8,863",51.4%,48.6%,3.3%,115,"1,965","$36,111","4,018", 238 ,10,4.2%,110,46.2%,12,5.0%,181,77.7%,76.2,1,5.5,0,---,3,16.4,27,148.0,0,---,33,180.8,0,---,250,939.1,#REF!,#REF!,86,295.7,8,---,56,210.3,21,81.5,6,---,16,---,6,---,0,---,1,---,11,---,4,---,0,---,4,---,"2,923","17,397",16.8%,"1,006","4,146",24.3%,"1,917","13,251",14.5%,195,142,232,61.2%,"9,576",314,3.3%,"17,653","637,467,483","$36,111",922.3,233,"3,730","14,366",26%,"3,022","10,250",708,"4,116",17.2%,7,---,8,---,3,---,3,---,6,---,4,---,5,---,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 253 , Zapata County ,"14,170",145,14.2,"1,588",11.2%,22,0.2%,"12,524",88.4%,36,0.3%,"1,335",650,685,9.4%,"2,328","1,134","1,194",16.4%,"5,820","2,894","2,926",41.1%,"2,789","1,431","1,358",19.7%,"1,898","1,025",873,13.4%,"7,134","7,036",50.3%,49.7%,5.4%,195,"3,169","$17,637","4,021", 331 ,32,9.7%,151,45.6%,29,8.8%,196,70.0%,114.4,2,14.1,0,---,1,7.1,23,162.3,0,---,5,35.3,0,---,71,495.6,#REF!,#REF!,16,---,4,---,10,---,6,---,0,---,0,---,1,---,1,---,2,---,9,---,6,---,1,---,1,---,"4,530","13,550",33.4%,"2,078","4,449",46.7%,"2,452","9,101",26.9%,196,185,305,60.7%,"4,962",267,5.4%,"13,547","238,928,439","$17,637",996.8,280,"4,234","12,082",35%,"3,074","7,543","1,160","4,539",25.6%,1,---,1,---,0,---,0,---,2,---,1,---,3,---,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 254 , Zavala County ,"11,874",157,9.1,913,7.7%,42,0.4%,"10,891",91.7%,28,0.2%,"1,044",514,530,8.8%,"2,003","1,008",995,16.9%,"4,964","2,346","2,618",41.8%,"2,515","1,312","1,203",21.2%,"1,348",782,566,11.4%,"5,962","5,912",50.2%,49.8%,10.6%,204,"3,828","$15,815","5,164", 227 ,27,11.9%,155,68.3%,25,11.0%,152,68.5%,96.8,0,---,0,---,4,33.7,68,572.7,0,---,13,109.5,1,8.4,76,686.1,#REF!,#REF!,18,---,1,---,12,---,0,---,1,---,1,---,5,---,1,---,0,---,7,---,2,---,1,---,1,---,"4,606","11,307",40.7%,"2,262","3,680",61.5%,"2,344","7,627",30.7%,181,161,228,70.6%,"3,727",396,10.6%,"11,628","183,896,820","$15,815","1,298.5",222,"2,332","10,122",23%,"1,907","6,530",425,"3,592",11.8%,0,---,3,---,3,---,0,---,1,---,6,---,4,---,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 255 , Texas ,"23,904,380",254,83.2,"11,337,714",47.4%,"2,782,876",11.6%,"8,791,986",36.8%,"991,804",4.1%,"1,906,500","934,580","971,920",8.0%,"3,425,629","1,675,688","1,749,941",14.3%,"10,716,819","5,206,720","5,510,099",44.8%,"5,508,436","2,791,528","2,716,908",23.0%,"2,346,996","1,331,234","1,015,762",9.8%,"11,939,750","11,964,630",49.9%,50.1%,4.4%,"135,947","2,328,702","$37,083","4,438,080"," 407,453 ","19,863",4.9%,"166,707",40.9%,"34,241",8.4%,"231,284",62.1%,78.3,"1,494",6.3,"1,172",4.9,"31,761",132.9,"84,784",354.7,"1,051",4.4,"10,061",42.1,"2,857",12.0,"160,166",805.1,#REF!,#REF!,"39,253",202.7,"9,472",49.8,"35,005",173.7,"9,607",48.2,"2,632",23.0,"8,082",42.5,"5,105",25.5,"2,541",6.2,"2,221",5.4,"9,495",42.2,"3,747",15.8,"1,508",6.1,"2,470",10.5,"3,787,071","23,284,184",16.3%,"1,508,771","6,521,066",23.1%,"2,278,300","16,763,118",13.6%,"312,114","228,202","405,820",56.2%,"11,475,006","502,847",4.4%,"23,843,432","884,185,988,856","$37,083","261,797.1","372,714","5,765,126","21,504,683",27%,"4,492,231","14,785,646","1,272,895","6,719,037",18.9%,"4,805",26.6,"3,241",17.1,"3,391",16.9,"1,628",21.9,"3,290",17.0,"2,536",11.5,"2,848",14.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 256 , Region 1 ,"809,902",41,20.5,"484,697",59.8%,"46,538",5.7%,"262,498",32.4%,"16,169",2.0%,"62,043","30,349","31,694",7.7%,"111,479","54,462","57,017",13.8%,"350,291","168,505","181,786",43.3%,"184,079","93,060","91,019",22.7%,"102,010","58,555","43,455",12.6%,"404,931","404,971",50.0%,50.0%,3.6%,"3,731","85,230","$30,649","165,281"," 13,401 ",846,6.3%,"5,585",41.7%,"1,295",9.7%,"7,456",57.8%,79.5,14,1.8,15,1.9,"1,150",142.0,"3,166",390.9,44,5.4,948,117.1,16,2.0,"7,063",856.4,#REF!,#REF!,"1,651",199.1,414,49.8,"1,441",176.6,400,48.7,106,23.7,519,63.3,272,33.3,103,7.7,54,4.0,363,44.8,151,18.8,43,5.2,99,12.1,"132,090","766,715",17.2%,"49,403","208,845",23.7%,"82,687","557,870",14.8%,"8,287","7,946","13,425",59.2%,"412,375","14,978",3.6%,"800,280","24,528,162,158","$30,649","39,429.4","12,890","182,583","680,971",27%,"143,373","468,692","39,210","212,279",18.5%,211,25.0,143,17.2,138,16.9,61,18.7,143,17.3,105,13.2,125,15.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 257 , Region 2 ,"547,146",30,20.0,"399,845",73.1%,"35,799",6.5%,"100,742",18.4%,"10,760",2.0%,"37,905","18,518","19,387",6.9%,"69,045","33,998","35,047",12.6%,"224,003","103,956","120,047",40.9%,"131,214","66,608","64,606",24.0%,"84,979","48,712","36,267",15.5%,"271,792","275,354",49.7%,50.3%,3.8%,"2,566","52,015","$31,443","107,294"," 7,473 ",402,5.4%,"3,177",42.5%,591,7.9%,"4,903",67.7%,71.9,9,1.7,3,0.5,655,119.7,"1,641",299.9,3,0.5,160,29.2,25,4.7,"5,861",889.0,#REF!,#REF!,"1,521",224.1,400,57.3,"1,237",189.5,389,59.2,68,19.4,350,52.3,194,29.9,46,6.2,33,4.4,308,54.0,132,23.9,24,4.6,72,13.7,"83,519","501,523",16.7%,"30,718","126,692",24.2%,"52,801","374,831",14.1%,"5,964","4,004","7,494",53.4%,"267,920","10,309",3.8%,"535,700","16,843,810,771","$31,443","27,333.3","7,246","100,784","425,666",24%,"80,377","298,041","20,407","127,625",16.0%,207,28.7,161,23.1,117,17.7,64,24.2,98,14.3,91,15.8,65,9.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 258 , Region 3 ,"6,490,883",19,430.8,"3,555,007",54.8%,"863,030",13.3%,"1,721,106",26.5%,"351,740",5.4%,"513,490","251,876","261,614",7.9%,"955,306","467,764","487,542",14.7%,"2,992,263","1,456,637","1,535,626",46.1%,"1,498,697","754,070","744,627",23.1%,"531,127","303,139","227,988",8.2%,"3,233,486","3,257,397",49.8%,50.2%,4.3%,"21,382","418,337","$40,879","930,898"," 109,680 ","4,610",4.2%,"43,560",39.7%,"8,819",8.0%,"60,698",59.0%,75.3,395,6.1,267,4.1,"10,129",156.0,"22,489",346.5,388,6.0,"2,500",38.5,838,12.9,"38,478",816.5,#REF!,#REF!,"9,296",205.2,"2,349",53.8,"8,575",178.1,"2,421",51.7,663,23.1,"2,063",47.2,"1,085",22.5,748,6.8,648,5.9,"2,057",35.4,814,12.8,406,6.0,639,10.2,"809,016","6,384,254",12.7%,"323,655","1,773,375",18.3%,"485,361","4,610,879",10.5%,"73,743","54,884","109,407",50.2%,"3,261,754","141,590",4.3%,"6,506,152","265,966,560,017","$40,879","15,066.8","102,945","1,558,362","6,030,368",26%,"1,176,567","4,180,821","381,795","1,849,547",20.6%,"1,308",32.3,766,17.5,837,17.4,366,22.1,772,17.2,476,8.5,602,13.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 259 , Region 4 ,"1,082,354",23,69.7,"766,451",70.8%,"177,667",16.4%,"125,642",11.6%,"12,594",1.2%,"72,166","35,294","36,872",6.7%,"142,039","69,086","72,953",13.1%,"419,119","199,796","219,323",38.7%,"279,977","140,835","139,142",25.9%,"169,053","95,139","73,914",15.6%,"540,150","542,204",49.9%,50.1%,4.4%,"4,386","108,864","$30,650","221,299"," 15,470 ",811,5.2%,"6,800",44.0%,"1,316",8.5%,"7,759",54.5%,77.4,38,3.6,17,1.6,"1,665",153.8,"3,813",352.3,28,2.6,414,38.2,54,5.1,"11,441",890.9,#REF!,#REF!,"3,200",244.5,688,51.9,"2,492",190.0,815,61.5,161,23.0,685,51.8,285,22.0,103,6.7,74,4.8,675,60.8,339,31.3,58,5.7,139,12.8,"162,843","1,029,230",15.8%,"59,189","257,917",22.9%,"103,654","771,313",13.4%,"14,224","9,963","15,598",63.9%,"512,566","22,417",4.4%,"1,074,072","32,920,796,919","$30,650","15,522.5","14,242","218,331","885,138",25%,"171,841","624,008","46,490","261,130",17.8%,363,27.3,229,17.6,235,17.9,119,22.2,207,15.8,120,9.6,158,12.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 260 , Region 5 ,"752,461",15,62.4,"492,146",65.4%,"157,665",21.0%,"85,147",11.3%,"17,503",2.3%,"49,467","24,212","25,255",6.6%,"99,678","48,959","50,719",13.2%,"303,723","144,205","159,518",40.4%,"189,490","95,460","94,030",25.2%,"110,103","62,129","47,974",14.6%,"374,965","377,496",49.8%,50.2%,5.2%,"3,817","91,431","$30,595","160,965"," 10,549 ",527,5.0%,"4,966",47.1%,"1,017",9.6%,"6,566",66.3%,73.2,19,2.6,53,7.0,"1,084",144.1,"2,131",283.2,26,3.5,143,19.0,109,14.8,"7,987",951.7,#REF!,#REF!,"2,039",239.6,568,66.5,"1,626",188.8,519,59.6,116,25.4,464,54.0,208,24.1,74,7.0,62,5.8,496,65.6,225,29.5,71,9.8,102,13.5,"123,496","707,213",17.5%,"45,680","176,550",25.9%,"77,816","530,663",14.7%,"8,490","6,673","10,667",62.6%,"338,219","17,571",5.2%,"742,660","22,721,443,750","$30,595","12,059.7","9,905","141,299","608,834",23%,"114,919","430,722","26,380","178,112",14.8%,249,29.3,179,21.4,151,17.4,96,27.6,193,22.8,110,12.9,147,17.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 261 , Region 6 ,"5,739,300",13,466.1,"2,399,598",41.8%,"980,058",17.1%,"1,984,274",34.6%,"375,370",6.5%,"460,875","226,066","234,809",8.0%,"834,611","407,504","427,107",14.5%,"2,622,634","1,279,392","1,343,242",45.7%,"1,360,388","683,264","677,124",23.7%,"460,792","259,439","201,353",8.0%,"2,855,665","2,883,635",49.8%,50.2%,4.3%,"22,135","415,556","$45,968","938,122"," 98,820 ","4,163",4.2%,"40,349",40.8%,"8,507",8.6%,"53,823",60.1%,77.2,497,8.7,512,8.9,"7,903",137.7,"17,588",306.4,92,1.6,"1,527",26.6,"1,029",18.0,"32,925",810.1,#REF!,#REF!,"7,777",204.3,"1,903",51.7,"7,525",179.0,"2,057",49.8,656,26.4,"1,367",36.9,948,22.8,574,5.8,584,5.9,"2,298",45.0,810,14.3,490,8.1,580,10.3,"828,177","5,660,454",14.6%,"330,072","1,599,789",20.6%,"498,105","4,060,665",12.3%,"82,884","53,018","98,466",53.8%,"2,786,952","120,220",4.3%,"5,735,207","263,638,300,605","$45,968","12,312.6","89,589","1,547,524","5,321,356",29%,"1,208,605","3,673,137","338,919","1,648,219",20.6%,826,25.6,586,15.9,736,17.7,322,23.1,691,18.1,531,10.5,739,18.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 262 , Region 7 ,"2,724,984",30,106.4,"1,608,723",59.0%,"302,909",11.1%,"705,952",25.9%,"107,400",3.9%,"201,204","98,596","102,608",7.4%,"358,928","174,563","184,365",13.2%,"1,300,106","617,633","682,473",47.7%,"608,370","305,307","303,063",22.3%,"256,376","144,125","112,251",9.4%,"1,340,224","1,384,760",49.2%,50.8%,3.9%,"7,342","207,787","$34,372","401,717"," 45,261 ","1,827",4.0%,"16,250",35.9%,"3,448",7.6%,"28,013",66.1%,73.3,109,4.0,108,4.0,"4,428",162.5,"12,529",459.8,273,10.0,"1,223",44.9,253,9.4,"17,329",780.7,#REF!,#REF!,"4,031",185.9,973,45.6,"3,923",176.8,"1,085",49.5,268,21.6,842,39.9,499,22.7,263,5.8,257,5.6,"1,092",43.2,445,16.6,101,3.5,313,11.4,"382,261","2,643,116",14.5%,"126,363","694,437",18.2%,"255,898","1,948,679",13.1%,"25,594","20,169","44,390",45.4%,"1,380,345","54,291",3.9%,"2,746,046","94,386,448,644","$34,372","25,602.4","42,408","611,604","2,475,491",25%,"488,874","1,745,491","122,730","730,000",16.8%,591,28.5,382,17.9,378,16.9,190,22.6,312,14.5,260,10.7,274,12.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 263 , Region 8 ,"2,435,634",28,76.8,"941,095",38.6%,"149,408",6.1%,"1,288,273",52.9%,"56,858",2.3%,"187,250","91,779","95,471",7.7%,"347,891","170,202","177,689",14.3%,"1,038,797","512,906","525,891",42.6%,"577,644","298,851","278,793",23.7%,"284,052","161,794","122,258",11.7%,"1,235,532","1,200,102",50.7%,49.3%,4.3%,"11,504","284,369","$32,786","505,292"," 39,922 ","2,214",5.5%,"17,008",42.6%,"3,609",9.0%,"25,758",71.5%,77.8,130,5.4,171,7.0,"2,816",115.6,"10,000",410.6,124,5.1,"1,270",52.1,252,10.4,"18,086",772.4,#REF!,#REF!,"4,417",189.6,"1,017",43.9,"3,927",167.2,924,39.5,280,21.2,803,35.0,719,30.7,238,6.0,189,4.7,"1,084",45.2,337,13.7,167,6.8,254,10.6,"389,943","2,380,586",16.4%,"156,497","661,231",23.7%,"233,446","1,719,355",13.6%,"31,972","23,768","39,518",60.1%,"1,131,670","48,378",4.3%,"2,433,250","79,775,558,709","$32,786","31,724.1","36,045","515,571","2,161,160",24%,"403,753","1,482,922","111,818","678,238",16.5%,508,22.2,304,13.1,380,16.1,184,20.3,386,16.6,349,14.5,297,12.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 264 , Region 9 ,"536,181",30,13.5,"274,067",51.1%,"24,860",4.6%,"229,837",42.9%,"7,417",1.4%,"42,909","20,980","21,929",8.0%,"73,579","35,990","37,589",13.7%,"220,295","106,711","113,584",41.1%,"128,902","64,909","63,993",24.0%,"70,496","39,919","30,577",13.1%,"268,509","267,672",50.1%,49.9%,3.5%,"7,991","63,740","$35,146","121,501"," 9,507 ",655,6.9%,"4,473",47.0%,858,9.0%,"6,302",69.5%,89.1,13,2.4,5,0.9,571,106.5,"1,796",335.0,19,3.5,359,67.0,19,3.6,"4,770",846.8,#REF!,#REF!,"1,195",211.0,264,46.7,957,170.0,261,46.1,73,24.0,324,56.8,117,20.7,77,8.1,38,4.0,281,51.8,125,22.7,22,4.2,63,11.8,"86,417","514,640",16.8%,"33,169","141,784",23.4%,"53,248","372,856",14.3%,"7,363","6,311","9,401",67.1%,"271,057","9,455",3.5%,"536,218","18,846,097,743","$35,146","39,746.4","9,074","123,434","459,868",27%,"95,241","314,173","28,193","145,695",19.4%,150,26.2,172,30.4,108,19.4,57,24.9,73,13.0,83,15.5,55,9.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 265 , Region 10 ,"773,497",6,35.6,"103,719",13.4%,"20,208",2.6%,"635,701",82.2%,"13,869",1.8%,"73,963","36,239","37,724",9.6%,"112,609","55,538","57,071",14.6%,"350,567","173,209","177,358",45.3%,"159,307","85,461","73,846",20.6%,"77,051","44,999","32,052",10.0%,"395,446","378,051",51.1%,48.9%,5.8%,"9,522","147,650","$26,491","217,127"," 14,688 ",891,6.1%,"6,315",43.0%,"1,267",8.6%,"8,099",59.6%,84.8,43,5.6,10,1.3,399,51.6,"3,008",388.9,3,0.4,323,41.8,133,17.2,"4,318",695.0,#REF!,#REF!,984,164.0,263,43.6,929,147.1,175,27.8,68,18.6,210,35.3,194,31.6,58,3.9,62,4.2,233,33.2,95,12.6,23,2.8,61,8.6,"210,193","744,694",28.2%,"90,900","231,972",39.2%,"119,293","512,722",23.3%,"13,584","9,227","14,808",62.3%,"305,155","17,839",5.8%,"754,687","19,992,524,639","$26,491","21,709.1","13,582","224,265","675,124",33%,"179,782","441,680","44,483","233,444",19.1%,134,23.6,47,7.5,103,16.5,63,26.1,114,18.8,136,20.3,87,14.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 266 , Region 11 ,"2,012,038",19,94.5,"312,366",15.5%,"24,734",1.2%,"1,652,814",82.1%,"22,124",1.1%,"205,228","100,671","104,557",10.2%,"320,464","157,622","162,842",15.9%,"895,021","443,770","451,251",44.5%,"390,368","203,703","186,665",19.4%,"200,957","113,284","87,673",10.0%,"1,019,050","992,988",50.6%,49.4%,5.7%,"41,571","453,690","$22,520","663,444"," 42,682 ","2,917",6.8%,"18,224",42.7%,"3,514",8.2%,"21,907",63.0%,96.2,227,11.3,11,0.5,961,47.8,"6,623",329.2,51,2.5,"1,193",59.3,129,6.4,"11,908",726.3,#REF!,#REF!,"3,142",197.5,633,39.9,"2,373",143.9,561,34.4,173,19.2,455,28.9,584,35.9,257,6.0,220,5.1,608,32.8,274,14.1,103,5.1,148,8.0,"579,119","1,951,763",29.7%,"263,124","648,478",40.6%,"315,995","1,303,285",24.2%,"40,009","32,033","42,646",75.1%,"806,993","45,799",5.7%,"1,979,160","44,571,024,354","$22,520","21,292.3","34,788","541,369","1,780,707",30%,"428,899","1,125,959","112,470","654,748",17.2%,258,17.1,272,17.3,208,12.6,106,15.8,301,19.0,275,16.3,299,18.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
