 CNTY , CONAME ,TOTPOP,POPRANK,POPSQMI,POPANGNO,POPANGPC,POPBLNO,POPBLPCT,POPHISNO,POPHISPC,POPOTHNO,POPOTHPC,POP04TOT,POP04F,POP04M,POP04PCT,POP514TO,POP514F,POP514M,POP514PC,POP1544T,POP1544F,POP1544M,POP1544PC,POP4564T,POP4564F,POP4564M,POP4564PC,POP65T,POP65F,POP65M,POP65PC,POPTFNO,POPTMNO,POPTFMPC,POPTMPC, UNEMPRT , TANFRECP ,FSPARTIC, PCPI , MCELIG , LIVEBIR ,ADBIRNO, ADBIRPCT ,UNWEDNO, UNWEDPCT , LBWNO , LBWPCT ,PRNTNO, PREPCT ,FERTILRT,TBNO,TBRATE,SYPHNO, SYPHRATE ,GONNO, GONRATE ,CHLAMNO,CHLAMRTE,PERTNO, PERTRATE ,VARICNO, VARICRTE ,AIDSNO, AIDSRATE , ALLDEANO ,ALLDEART,CDDEANO,CDDEART,HRTDEANO,HRTDEART,STRDEANO,STRDEART,CANDEANO, CANDEART ,LNGCANDN, LNGCANDR ,BRCANDN, BRCANDR ,COPDDN, COPDDR ,DIADEANO, DIADEART ,INFDEANO, INFDEART ,FTLDEANO,FTLDEART,ACCDEANO, ACCDEART ,MVDEANO, MVDEART ,HMIDEANO, HMIDEART ,SUIDEANO, SUIDEART , POVTOT ,PopUniv_Tot, POVPCT , POV017NO , PopUniv_LT18 , POV017PC , POVGT17N , PopUniv_18+ , POVGT17P , CHIP , Medbirth , Totbirth , MedbirthP , LaborForce , #UnEmp , UnEmp% ,PercapPop,PersInc, PercapInc ,AREA2,PreNatal,NOHILT65,NOHILT65POP,NOHILT65%,NOHI1864,NOHI1864POP,NOHILT18,NOHILT18POP,NOHILT18%,Alzheimer's,ALZDEART, FLUDEANO , FLUDEART , CLNDEANO , CLNDEART , PRSTDEANO , PRSTDEART , NEPHDEANO , NEPHDEART , LVRDEANO , LVVRDEART , SEPTDEANO , SEPTDEART ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 253 , Zapata County ,"14,125",145,14.2,"1,645",11.6%,23,0.2%,"12,426",88.0%,31,0.2%,"1,323",640,683,9.4%,"2,378","1,157","1,221",16.8%,"5,754","2,875","2,879",40.7%,"2,757","1,412","1,345",19.5%,"1,913","1,021",892,13.5%,"7,105","7,020",50.3%,49.7%,6.1%,234,"3,193","$16,318","3,793", 311 ,46,14.8%,123,39.5%,22,7.1%,190,59.2%,108.2,3,21.2,0,---,1,7.1,18,127.4,0,---,9,63.7,0,---,64,447.8,#REF!,#REF!,13,---,1,---,10,---,1,---,2,---,3,---,4,---,1,---,3,---,3,---,2,---,0,---,1,---,"4,715","13,549",34.8%,"2,036","4,475",45.5%,"2,679","9,074",29.5%,219,183,310,59.0%,"4,924",302,6.1%,"13,204","215,462,872","$16,318",996.8,321,"4,286","12,075",35%,"3,031","7,579","1,255","4,496",27.9%,0,---,2,---,0,---,0,---,1,---,2,---,3,---,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 254 , Zavala County ,"11,694",157,9.0,913,7.8%,44,0.4%,"10,713",91.6%,24,0.2%,"1,024",503,521,8.8%,"2,029","1,022","1,007",17.4%,"4,866","2,294","2,572",41.6%,"2,456","1,282","1,174",21.0%,"1,319",761,558,11.3%,"5,862","5,832",50.1%,49.9%,11.8%,219,"3,451","$14,639","5,071", 229 ,21,9.2%,135,59.0%,17,7.4%,127,56.4%,99.8,1,8.6,0,---,7,59.9,24,205.2,0,---,27,230.9,2,17.1,94,876.3,#REF!,#REF!,21,196.7,5,---,20,---,9,---,2,---,4,---,1,---,3,---,0,---,7,---,6,---,2,---,0,---,"5,143","11,689",44.0%,"2,128","3,841",55.4%,"3,015","7,848",38.4%,192,160,228,70.2%,"3,759",444,11.8%,"11,605","169,885,595","$14,639","1,298.5",225,"2,303","10,174",23%,"1,800","6,559",503,"3,615",13.9%,1,---,3,---,1,---,1,---,4,---,4,---,0,---,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 255 , Texas ,"23,507,783",254,83.2,"11,327,372",48.2%,"2,749,183",11.7%,"8,487,104",36.1%,"944,124",4.0%,"1,881,855","922,524","959,331",8.0%,"3,405,485","1,665,397","1,740,088",14.5%,"10,573,022","5,144,859","5,428,163",45.0%,"5,348,025","2,712,103","2,635,922",22.8%,"2,299,396","1,309,684","989,712",9.8%,"11,754,567","11,753,216",50.0%,50.0%,4.9%,"159,889","2,548,310","$35,162","4,313,318"," 399,309 ","19,453",4.9%,"157,929",39.6%,"33,749",8.5%,"237,243",60.5%,77.6,"1,585",6.7,"1,066",4.5,"30,270",128.8,"75,319",320.4,954,4.1,"11,768",50.1,"2,891",12.4,"156,525",805.1,#REF!,#REF!,"38,487",203.6,"9,332",50.2,"34,776",176.7,"9,677",49.5,"2,563",22.8,"7,599",40.9,"5,180",26.5,"2,476",6.2,"2,216",5.5,"9,006",40.7,"3,781",16.2,"1,450",6.0,"2,332",10.2,"3,862,741","22,856,456",16.9%,"1,520,101","6,386,979",23.8%,"2,342,640","16,469,477",14.2%,"304,217","223,128","394,559",56.6%,"11,348,167","560,759",4.9%,"23,367,534","821,649,230,508","$35,162","261,797.1","392,154","5,854,743","21,233,041",28%,"4,510,300","14,615,036","1,344,443","6,618,005",20.3%,"4,880",27.6,"3,325",18.0,"3,356",17.1,"1,638",22.6,"2,967",15.7,"2,367",11.0,"2,649",13.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 256 , Region 1 ,"800,342",41,20.3,"483,546",60.4%,"45,816",5.7%,"255,461",31.9%,"15,519",1.9%,"61,199","29,950","31,249",7.6%,"111,200","54,297","56,903",13.9%,"347,282","167,283","179,999",43.4%,"180,036","91,052","88,984",22.5%,"100,625","57,917","42,708",12.6%,"400,499","399,843",50.0%,50.0%,4.0%,"4,674","91,021","$28,602","162,401"," 12,919 ",826,6.4%,"5,146",39.8%,"1,289",10.0%,"7,677",58.1%,77.2,21,2.7,16,2.0,"1,360",169.9,"3,561",444.9,26,3.2,591,73.8,24,3.0,"7,063",871.3,#REF!,#REF!,"1,627",199.7,419,51.4,"1,418",176.3,397,49.3,103,23.9,544,67.6,286,35.7,78,6.0,65,5.0,416,51.2,184,22.5,31,4.0,91,11.5,"136,271","764,873",17.8%,"50,774","210,557",24.1%,"85,497","554,316",15.4%,"8,100","6,944","12,671",54.8%,"411,849","16,624",4.0%,"796,641","22,785,654,558","$28,602","39,429.4","13,205","186,565","681,801",27%,"144,576","469,971","41,989","211,830",19.8%,247,29.9,164,20.0,134,16.6,72,23.0,118,14.5,106,13.5,123,15.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 257 , Region 2 ,"547,284",30,20.0,"402,757",73.6%,"35,641",6.5%,"98,494",18.0%,"10,392",1.9%,"37,563","18,358","19,205",6.9%,"69,635","34,304","35,331",12.7%,"225,392","104,679","120,713",41.2%,"129,907","65,986","63,921",23.7%,"84,787","48,735","36,052",15.5%,"272,062","275,222",49.7%,50.3%,4.2%,"3,269","59,492","$29,046","105,605"," 7,713 ",452,5.9%,"3,165",41.0%,676,8.8%,"5,181",69.7%,73.7,12,2.3,5,0.9,769,140.5,"1,469",268.4,8,1.5,207,37.8,27,5.1,"5,873",895.2,#REF!,#REF!,"1,489",219.9,404,58.9,"1,284",198.3,374,56.9,86,24.8,374,55.8,206,31.9,67,8.7,40,5.2,303,52.4,120,21.6,22,4.1,66,12.0,"89,146","501,566",17.8%,"31,534","128,012",24.6%,"57,612","373,554",15.4%,"6,314","4,398","7,592",57.9%,"269,773","11,380",4.2%,"537,499","15,611,976,361","$29,046","27,333.3","7,430","102,181","428,235",24%,"80,361","300,019","21,820","128,216",17.0%,197,27.5,125,18.2,135,20.8,59,21.7,93,13.8,80,13.5,60,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 258 , Region 3 ,"6,354,131",19,421.7,"3,539,636",55.7%,"849,584",13.4%,"1,630,603",25.7%,"334,308",5.3%,"506,570","248,473","258,097",8.0%,"941,206","460,644","480,562",14.8%,"2,943,734","1,434,579","1,509,155",46.3%,"1,445,200","728,331","716,869",22.7%,"517,421","297,037","220,384",8.1%,"3,169,064","3,185,067",49.9%,50.1%,4.8%,"27,351","463,969","$39,246","908,595"," 108,168 ","4,569",4.2%,"41,917",38.8%,"8,718",8.1%,"62,285",58.0%,75.4,429,6.8,327,5.1,"8,682",136.6,"17,702",278.6,236,3.7,"3,275",51.5,883,13.9,"37,598",820.1,#REF!,#REF!,"9,223",209.0,"2,214",52.0,"8,504",182.6,"2,472",53.6,620,22.6,"1,916",44.9,"1,039",21.9,763,7.1,654,6.0,"1,993",35.2,837,13.5,374,5.7,593,9.6,"806,085","6,246,721",12.9%,"311,779","1,722,613",18.1%,"494,306","4,524,108",10.9%,"69,590","54,503","107,007",50.9%,"3,232,725","155,329",4.8%,"6,345,383","249,031,675,035","$39,246","15,066.8","107,463","1,540,011","5,903,413",26%,"1,151,377","4,093,262","388,634","1,810,151",21.5%,"1,357",34.4,763,18.1,820,17.7,369,23.5,677,15.5,458,8.1,559,12.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 259 , Region 4 ,"1,076,924",23,69.4,"768,461",71.4%,"176,985",16.4%,"119,265",11.1%,"12,213",1.1%,"71,706","35,075","36,631",6.7%,"142,741","69,275","73,466",13.3%,"419,939","200,608","219,331",39.0%,"275,777","138,857","136,920",25.6%,"166,761","94,333","72,428",15.5%,"538,148","538,776",50.0%,50.0%,4.9%,"5,514","119,423","$28,822","213,180"," 15,366 ",803,5.2%,"6,539",42.6%,"1,249",8.1%,"8,205",54.8%,76.6,52,4.9,6,0.6,"1,691",157.0,"3,441",319.5,22,2.0,556,51.6,79,7.5,"10,930",863.7,#REF!,#REF!,"2,985",231.2,614,47.7,"2,428",188.5,812,62.1,138,19.6,593,45.5,320,24.7,91,5.9,82,5.3,650,59.1,327,30.8,60,5.8,146,13.7,"175,740","1,029,809",17.1%,"63,812","257,264",24.8%,"111,928","772,545",14.5%,"14,749","9,704","14,961",64.9%,"508,743","25,081",4.9%,"1,066,153","30,728,824,477","$28,822","15,522.5","14,982","216,982","883,905",25%,"170,376","622,935","46,606","260,970",17.9%,318,24.1,242,18.7,226,17.7,85,16.5,189,14.7,135,10.9,145,11.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 260 , Region 5 ,"750,219",15,62.2,"494,698",65.9%,"157,126",20.9%,"81,546",10.9%,"16,849",2.2%,"49,195","24,082","25,113",6.6%,"100,678","49,466","51,212",13.4%,"304,447","144,712","159,735",40.6%,"186,850","94,173","92,677",24.9%,"109,049","61,712","47,337",14.5%,"374,145","376,074",49.9%,50.1%,5.7%,"4,743","104,128","$29,052","158,833"," 10,400 ",519,5.0%,"4,736",45.5%,975,9.4%,"6,581",64.8%,71.9,21,2.9,11,1.5,788,105.0,"1,511",201.4,31,4.1,138,18.4,37,5.0,"7,878",946.4,#REF!,#REF!,"1,988",236.1,552,65.4,"1,779",208.8,541,62.8,128,27.5,415,48.4,264,31.0,71,6.8,58,5.5,496,65.1,226,29.9,45,6.2,118,15.6,"138,935","711,614",19.5%,"51,241","179,275",28.6%,"87,694","532,339",16.5%,"8,726","5,709","10,061",56.7%,"338,560","19,397",5.7%,"738,468","21,453,934,903","$29,052","12,059.7","10,160","143,604","608,478",24%,"115,463","430,486","28,141","177,992",15.8%,272,32.4,159,19.2,167,19.5,93,26.3,150,17.7,86,10.3,118,14.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 261 , Region 6 ,"5,625,949",13,456.9,"2,407,920",42.8%,"969,664",17.2%,"1,891,752",33.6%,"356,613",6.3%,"453,097","222,206","230,891",8.1%,"830,427","405,315","425,112",14.8%,"2,574,969","1,258,081","1,316,888",45.8%,"1,320,255","662,791","657,464",23.5%,"447,201","253,262","193,939",7.9%,"2,801,655","2,824,294",49.8%,50.2%,5.0%,"26,987","490,211","$43,013","910,100"," 96,698 ","4,120",4.3%,"38,568",39.9%,"8,354",8.6%,"55,523",59.2%,76.9,481,8.6,394,7.0,"7,355",130.7,"14,941",265.6,101,1.8,"2,070",36.8,"1,108",19.8,"31,978",808.7,#REF!,#REF!,"7,583",204.8,"1,887",53.3,"7,369",180.3,"2,019",50.2,606,25.1,"1,309",36.4,956,23.8,577,6.0,507,5.2,"2,112",42.7,803,14.5,522,8.9,521,9.6,"836,396","5,569,435",15.0%,"329,708","1,569,703",21.0%,"506,688","3,999,732",12.7%,"78,639","51,970","95,217",54.6%,"2,738,004","137,820",5.0%,"5,623,464","241,881,973,119","$43,013","12,312.6","93,825","1,617,998","5,266,812",31%,"1,243,778","3,637,776","374,220","1,629,036",23.0%,804,25.5,596,17.0,738,18.6,359,25.9,668,18.0,469,9.5,666,17.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 262 , Region 7 ,"2,665,089",30,104.1,"1,591,682",59.7%,"297,873",11.2%,"672,999",25.3%,"102,535",3.8%,"198,375","97,229","101,146",7.4%,"352,633","171,513","181,120",13.2%,"1,279,992","609,052","670,940",48.0%,"584,351","293,612","290,739",21.9%,"249,738","141,075","108,663",9.4%,"1,312,481","1,352,608",49.2%,50.8%,4.4%,"10,048","220,688","$33,141","390,134"," 43,500 ","1,742",4.0%,"14,674",33.7%,"3,372",7.8%,"27,502",62.5%,71.4,80,3.0,133,5.0,"4,832",181.3,"12,960",486.3,336,12.6,"1,723",64.7,223,8.4,"16,832",780.5,#REF!,#REF!,"3,946",187.5,"1,049",50.3,"3,770",174.7,"1,063",50.0,282,23.0,756,37.1,566,26.5,244,5.6,244,5.6,"1,011",39.9,453,17.0,80,2.9,285,10.8,"374,393","2,526,677",14.8%,"123,491","657,552",18.8%,"250,902","1,869,125",13.4%,"25,891","19,569","42,859",45.7%,"1,356,161","59,482",4.4%,"2,660,195","88,161,350,636","$33,141","25,602.4","43,992","622,154","2,418,562",26%,"493,585","1,710,851","128,569","707,711",18.2%,600,29.5,419,20.3,358,16.6,168,20.7,259,12.3,227,9.5,266,12.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 263 , Region 8 ,"2,391,127",28,75.4,"935,430",39.1%,"146,531",6.1%,"1,255,469",52.5%,"53,697",2.2%,"184,414","90,383","94,031",7.7%,"346,242","169,388","176,854",14.5%,"1,024,101","506,436","517,665",42.8%,"558,784","289,166","269,618",23.4%,"277,586","158,432","119,154",11.6%,"1,213,805","1,177,322",50.8%,49.2%,4.8%,"14,245","295,802","$31,433","489,647"," 38,525 ","2,142",5.6%,"15,692",40.7%,"3,598",9.3%,"25,803",68.6%,76.1,164,6.9,140,5.9,"2,978",124.5,"9,496",397.1,104,4.3,"1,830",76.5,218,9.2,"17,820",783.9,#REF!,#REF!,"4,483",198.8,"1,054",46.8,"3,933",172.3,979,43.0,294,23.0,749,33.5,681,29.9,227,5.9,210,5.4,962,41.3,354,14.8,167,6.9,275,11.7,"394,294","2,334,774",16.9%,"160,172","643,352",24.9%,"234,122","1,691,422",13.8%,"30,327","22,151","38,409",57.7%,"1,122,593","53,860",4.8%,"2,377,838","74,742,716,582","$31,433","31,724.1","37,637","532,834","2,132,674",25%,"406,185","1,463,036","126,649","669,638",18.9%,555,25.0,343,15.3,386,16.9,203,23.1,371,16.5,321,13.7,293,12.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 264 , Region 9 ,"533,719",30,13.4,"277,399",52.0%,"24,743",4.6%,"224,390",42.0%,"7,187",1.3%,"42,253","20,673","21,580",7.9%,"74,045","36,197","37,848",13.9%,"220,621","107,039","113,582",41.3%,"126,964","63,930","63,034",23.8%,"69,836","39,621","30,215",13.1%,"267,460","266,259",50.1%,49.9%,4.0%,"6,307","69,427","$32,376","117,175"," 8,849 ",573,6.5%,"4,077",46.1%,807,9.1%,"6,088",65.3%,82.7,17,3.2,1,0.2,604,113.2,"1,934",362.4,14,2.6,134,25.1,19,3.6,"4,747",854.4,#REF!,#REF!,"1,225",219.0,257,46.1,973,174.5,259,46.4,60,19.7,334,59.7,143,25.7,55,6.2,41,4.6,276,52.6,133,25.1,18,---,52,9.9,"90,362","509,694",17.7%,"34,932","141,253",24.7%,"55,430","368,441",15.0%,"8,126","5,773","8,564",67.4%,"267,067","10,638",4.0%,"528,852","17,122,162,083","$32,376","39,746.4","9,330","119,523","454,312",26%,"92,345","311,060","27,178","143,252",19.0%,140,25.0,180,32.1,89,16.1,47,20.6,66,11.8,67,12.4,55,9.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 265 , Region 10 ,"769,270",6,35.4,"107,656",14.0%,"20,392",2.7%,"627,759",81.6%,"13,463",1.8%,"73,427","35,989","37,438",9.5%,"114,328","56,378","57,950",14.9%,"348,216","172,725","175,491",45.3%,"156,718","84,068","72,650",20.4%,"76,581","44,733","31,848",10.0%,"393,893","375,377",51.2%,48.8%,6.7%,"11,212","157,937","$25,070","213,019"," 14,664 ",884,6.0%,"5,950",40.6%,"1,273",8.7%,"8,544",60.1%,84.9,74,9.6,14,1.8,347,45.1,"2,627",341.5,9,1.2,278,36.1,37,4.8,"4,515",737.8,#REF!,#REF!,"1,025",173.3,257,43.3,"1,000",161.3,212,34.4,79,22.0,209,36.2,206,34.0,72,4.9,82,5.6,229,32.1,94,12.3,27,3.5,60,8.6,"203,420","745,658",27.3%,"89,291","236,174",37.8%,"114,129","509,484",22.4%,"12,564","9,331","14,675",63.6%,"304,505","20,372",6.7%,"747,041","18,728,027,391","$25,070","21,709.1","14,228","221,361","677,686",33%,"179,462","445,535","41,899","232,151",18.0%,140,25.5,81,13.7,92,15.2,67,27.7,87,14.5,135,20.7,77,12.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 266 , Region 11 ,"1,993,729",19,93.6,"318,187",16.0%,"24,828",1.2%,"1,629,366",81.7%,"21,348",1.1%,"204,056","100,106","103,950",10.2%,"322,350","158,620","163,730",16.2%,"884,329","439,665","444,664",44.4%,"383,183","200,137","183,046",19.2%,"199,811","112,827","86,984",10.0%,"1,011,355","982,374",50.7%,49.3%,6.4%,"45,547","476,193","$21,270","644,629"," 42,507 ","2,823",6.6%,"17,465",41.1%,"3,438",8.1%,"23,854",59.8%,96.7,218,11.0,19,1.0,864,43.3,"5,677",284.7,67,3.4,966,48.5,139,7.0,"11,291",698.0,#REF!,#REF!,"2,913",185.9,625,40.1,"2,318",142.8,549,34.2,167,18.6,400,25.7,513,32.1,231,5.4,233,5.5,558,30.1,250,12.5,104,5.3,125,6.9,"617,705","1,943,549",31.8%,"273,373","645,429",42.4%,"344,332","1,298,120",26.5%,"41,191","32,798","42,543",77.1%,"798,187","50,776",6.4%,"1,946,000","41,392,292,481","$21,270","21,292.3","39,902","551,527","1,777,164",31%,"432,793","1,130,102","118,734","647,062",18.3%,250,16.8,253,16.6,211,12.9,116,18.2,289,18.4,283,17.1,287,17.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 267 , Border Area (15) ,"2,300,226",15,66.3,"242,587",10.5%,"25,204",1.1%,"2,006,685",87.2%,"25,750",1.1%,"243,265","119,335","123,930",10.6%,"374,582","184,592","189,990",16.3%,"1,030,709","517,592","513,117",44.8%,"429,994","228,997","200,997",18.7%,"221,676","126,427","95,249",9.6%,"1,176,943","1,123,283",51.2%,48.8%,7.0%,"52,632","564,228","$20,457","754,774"," 50,523 ","3,275",6.5%,"20,094",39.8%,"4,064",8.0%,"28,936",60.6%,97.6,279,12.2,27,1.2,678,29.5,"6,447",280.3,56,2.4,"1,276",55.5,135,5.9,"11,979",669.5,#REF!,#REF!,"3,088",179.4,650,37.8,"2,477",137.6,511,28.8,177,17.4,419,24.8,517,29.5,261,5.2,272,5.4,548,25.7,260,11.3,99,4.4,129,6.3,"731,346","2,243,621",32.6%,"330,887","765,057",43.2%,"400,459","1,478,564",27.1%,"47,065","37,471","50,585",74.1%,"875,953","61,650",7.0%,"2,231,514","45,649,085,202","$20,457","34,717.1","47,744","683,242","2,062,393",33%,"539,309","1,298,242","143,933","764,151",18.8%,262,16.2,257,15.3,241,13.5,131,18.3,302,17.3,332,18.0,309,17.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 268 , NON Border Area (15) ,"21,207,557",239,93.4,"11,084,785",52.3%,"2,723,979",12.8%,"6,480,419",30.6%,"918,374",4.3%,"1,638,590","803,189","835,401",7.7%,"3,030,903","1,480,805","1,550,098",14.3%,"9,542,313","4,627,267","4,915,046",45.0%,"4,918,031","2,483,106","2,434,925",23.2%,"2,077,720","1,183,257","894,463",9.8%,"10,577,624","10,629,933",49.9%,50.1%,4.8%,"107,265","1,984,063","$36,714","3,558,544"," 348,786 ","16,178",4.6%,"137,835",39.5%,"29,685",8.5%,"208,307",60.5%,75.4,"1,290",6.1,"1,039",4.9,"29,592",139.5,"68,872",324.8,898,4.2,"10,492",49.5,"2,659",12.6,"144,546",819.3,#REF!,#REF!,"35,399",206.1,"8,682",51.5,"32,299",180.8,"9,166",51.7,"2,386",23.4,"7,180",42.6,"4,663",26.2,"2,215",6.4,"1,944",5.5,"8,458",42.2,"3,521",16.7,"1,351",6.2,"2,203",10.5,"3,131,401","20,640,749",15.2%,"1,189,220","5,626,127",21.1%,"1,942,181","15,014,622",12.9%,"257,152","185,379","343,974",53.9%,"10,472,214","499,109",4.8%,"21,136,020","775,991,502,424","$36,714","227,081.5","344,410","5,171,498","19,170,649",27%,"3,970,992","13,316,791","1,200,506","5,853,858",20.5%,"4,618",28.8,"3,068",18.3,"3,115",17.5,"1,507",23.1,"2,665",15.5,"2,035",10.3,"2,340",13.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 269 , Border Area (32) ,"2,440,666",32,36.8,"275,422",11.3%,"27,276",1.1%,"2,111,375",86.5%,"26,593",1.1%,"254,498","124,831","129,667",10.4%,"395,447","194,857","200,590",16.2%,"1,088,295","544,053","544,242",44.6%,"461,772","244,754","217,018",18.9%,"240,654","136,894","103,760",9.9%,"1,245,389","1,195,277",51.0%,49.0%,7.0%,"54,022","596,280","$20,468","801,549"," 52,765 ","3,483",6.6%,"21,325",40.4%,"4,266",8.1%,"30,174",60.4%,97.0,308,12.7,27,1.1,758,31.1,"6,828",279.8,57,2.3,"1,507",61.7,143,5.9,"13,151",678.5,#REF!,#REF!,"3,417",182.6,702,37.6,"2,726",139.9,575,29.8,202,18.4,471,25.6,579,30.5,273,5.2,281,5.3,623,27.4,308,12.7,106,4.4,138,6.3,"768,565","2,376,840",32.3%,"346,107","804,190",43.0%,"422,458","1,572,650",26.9%,"49,391","39,167","52,846",74.1%,"935,359","65,053",7.0%,"2,370,051","48,509,260,161","$20,468","66,259.9","49,978","713,941","2,177,081",33%,"563,308","1,375,597","150,633","801,484",18.8%,277,15.7,295,16.1,275,14.2,145,18.7,321,17.0,364,18.3,325,16.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 270 , NON Border Area (32) ,"21,067,117",222,107.7,"11,051,950",52.5%,"2,721,907",12.9%,"6,375,729",30.3%,"917,531",4.4%,"1,627,357","797,693","829,664",7.7%,"3,010,038","1,470,540","1,539,498",14.3%,"9,484,727","4,600,806","4,883,921",45.0%,"4,886,253","2,467,349","2,418,904",23.2%,"2,058,742","1,172,790","885,952",9.8%,"10,509,178","10,557,939",49.9%,50.1%,4.8%,"105,875","1,952,012","$36,820","3,511,769"," 346,544 ","15,970",4.6%,"136,604",39.4%,"29,483",8.5%,"207,069",60.5%,75.3,"1,261",6.0,"1,039",4.9,"29,512",140.1,"68,491",325.1,897,4.3,"10,261",48.7,"2,651",12.7,"143,374",819.6,#REF!,#REF!,"35,070",206.0,"8,630",51.7,"32,050",180.9,"9,102",51.8,"2,361",23.3,"7,128",42.7,"4,601",26.1,"2,203",6.4,"1,935",5.6,"8,383",42.2,"3,473",16.5,"1,344",6.2,"2,194",10.6,"3,094,182","20,507,530",15.1%,"1,174,000","5,586,994",21.0%,"1,920,182","14,920,536",12.9%,"254,826","183,683","341,713",53.8%,"10,412,808","495,706",4.8%,"20,997,483","773,131,327,465","$36,820","195,538.7","342,176","5,140,799","19,055,961",27%,"3,946,993","13,239,436","1,193,806","5,816,525",20.5%,"4,603",29.0,"3,030",18.3,"3,081",17.5,"1,493",23.1,"2,646",15.6,"2,003",10.2,"2,324",13.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
