 CNTY , CONAME ,TOTPOP,POPRANK,POPSQMI,POPANGNO,POPANGPC,POPBLNO,POPBLPCT,POPHISNO,POPHISPC,POPOTHNO,POPOTHPC,POP04TOT,POP04F,POP04M,POP04PCT,POP514TO,POP514F,POP514M,POP514PC,POP1544T,POP1544F,POP1544M,POP1544PC,POP4564T,POP4564F,POP4564M,POP4564PC,POP65T,POP65F,POP65M,POP65PC,POPTFNO,POPTMNO,POPTFMPC,POPTMPC, UNEMPRT , TANFRECP ,FSPARTIC, PCPI , MCELIG , LIVEBIR ,ADBIRNO, ADBIRPCT ,UNWEDNO, UNWEDPCT , LBWNO , LBWPCT ,PRNTNO, PREPCT ,FERTILRT,TBNO,TBRATE,SYPHNO, SYPHRATE ,GONNO, GONRATE ,CHLAMNO,CHLAMRTE,PERTNO, PERTRATE ,VARICNO, VARICRTE ,AIDSNO, AIDSRATE , ALLDEANO ,ALLDEART,CDDEANO,CDDEART,HRTDEANO,HRTDEART,STRDEANO,STRDEART,CANDEANO, CANDEART ,LNGCANDN, LNGCANDR ,BRCANDN, BRCANDR ,COPDDN, COPDDR ,DIADEANO, DIADEART ,INFDEANO, INFDEART ,FTLDEANO,FTLDEART,ACCDEANO, ACCDEART ,MVDEANO, MVDEART ,HMIDEANO, HMIDEART ,SUIDEANO, SUIDEART , POVTOT ,PopUniv_Tot, POVPCT , POV017NO , PopUniv_LT18 , POV017PC , POVGT17N , PopUniv_18+ , POVGT17P , CHIP , Medbirth , Totbirth , MedbirthP , LaborForce , #UnEmp , UnEmp% ,PercapPop,PersInc, PercapInc ,AREA2,PreNatal,NOHILT65,NOHILT65POP,NOHILT65%,NOHI1864,NOHI1864POP,NOHILT18,NOHILT18POP,NOHILT18%,Alzheimer's,ALZDEART, FLUDEANO , FLUDEART , CLNDEANO , CLNDEART , PRSTDEANO , PRSTDEART , NEPHDEANO , NEPHDEART , LVRDEANO , LVVRDEART , SEPTDEANO , SEPTDEART ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 271 , Non-Metro Counties ,"3,010,001",177,15.6,"1,848,825",61.4%,"260,325",8.6%,"873,399",29.0%,"27,452",0.9%,"207,339","101,210","106,129",6.9%,"400,435","194,909","205,526",13.3%,"1,184,462","552,773","631,689",39.4%,"741,036","371,126","369,910",24.6%,"476,729","266,120","210,609",15.8%,"1,486,138","1,523,863",49.4%,50.6%,5.1%,"19,883","395,438","$25,835","676,057"," 43,106 ","2,755",6.4%,"18,406",42.7%,"3,667",8.5%,"24,776",58.9%,78.0,153,5.2,31,1.0,"2,692",89.4,"7,528",250.1,96,3.2,"1,687",56.0,107,3.7,"30,740",853.4,#REF!,#REF!,"8,025",217.2,"1,949",52.9,"6,684",184.1,"2,008",54.4,435,23.0,"1,693",45.5,987,27.0,254,5.9,220,5.1,"1,777",57.2,881,29.4,118,4.2,362,12.1,"565,715","2,834,476",20.0%,"210,295","734,561",28.6%,"355,420","2,099,915",16.9%,"41,969","26,967","42,478",63.5%,"1,365,410","70,036",5.1%,"2,956,916","76,392,470,546","$25,835","193,567.7","42,034","648,081","2,401,132",27%,"509,100","1,670,514","138,981","730,618",19.0%,"1,042",27.3,809,21.6,629,17.3,305,20.0,542,14.7,404,12.0,442,12.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 272 , Metro Counties ,"20,497,782",77,300.4,"9,478,547",46.2%,"2,488,858",12.1%,"7,613,705",37.1%,"916,672",4.5%,"1,674,516","821,314","853,202",8.2%,"3,005,050","1,470,488","1,534,562",14.7%,"9,388,560","4,592,086","4,796,474",45.8%,"4,606,989","2,340,977","2,266,012",22.5%,"1,822,667","1,043,564","779,103",8.9%,"10,268,429","10,229,353",50.1%,49.9%,4.9%,"140,014","2,152,854","$36,513","3,637,261"," 356,203 ","16,698",4.7%,"139,523",39.2%,"30,082",8.4%,"212,467",60.7%,77.6,"1,416",6.9,"1,035",5.0,"27,578",134.5,"67,791",330.7,858,4.2,"10,081",49.2,"2,687",13.2,"125,785",797.8,#REF!,#REF!,"30,462",200.9,"7,383",49.8,"28,092",175.8,"7,669",48.6,"2,128",22.9,"5,906",39.8,"4,193",26.5,"2,222",6.2,"1,996",5.6,"7,229",38.4,"2,900",14.3,"1,332",6.3,"1,970",9.9,"3,297,032","20,049,894",16.4%,"1,309,812","5,656,623",23.2%,"1,987,220","14,393,271",13.8%,"262,248","195,883","352,081",55.6%,"9,982,757","490,723",4.9%,"20,410,618","745,248,117,080","$36,513","68,230.9","350,120","5,206,659","18,831,910",28%,"4,001,201","12,944,519","1,205,458","5,887,391",20.5%,"3,838",27.7,"2,516",17.1,"2,727",17.2,"1,333",23.4,"2,425",16.0,"1,963",10.8,"2,207",14.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 273 , HSR 01 ,"800,342",41,20.3,"483,546",60.4%,"45,816",5.7%,"255,461",31.9%,"15,519",1.9%,"61,199","29,950","31,249",7.6%,"111,200","54,297","56,903",13.9%,"347,282","167,283","179,999",43.4%,"180,036","91,052","88,984",22.5%,"100,625","57,917","42,708",12.6%,"400,499","399,843",50.0%,50.0%,4.0%,"4,674","91,021","$28,602","162,401"," 12,919 ",826,6.4%,"5,146",39.8%,"1,289",10.0%,"7,677",58.1%,77.2,21,2.7,16,2.0,"1,360",169.9,"3,561",444.9,26,3.2,591,73.8,24,3.0,"7,063",871.3,#REF!,#REF!,"1,627",199.7,419,51.4,"1,418",176.3,397,49.3,103,23.9,544,67.6,286,35.7,78,6.0,65,5.0,416,51.2,184,22.5,31,4.0,91,11.5,"136,271","764,873",17.8%,"50,774","210,557",24.1%,"85,497","554,316",15.4%,"8,100","6,944","12,671",54.8%,"411,849","16,624",4.0%,"796,641","22,785,654,558","$28,602","39,429.4","13,205","186,565","681,801",27%,"144,576","469,971","41,989","211,830",19.8%,247,29.9,164,20.0,134,16.6,72,23.0,118,14.5,106,13.5,123,15.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 274 ,HSR 2/3,"6,901,415",49,162.8,"3,942,393",57.1%,"885,225",12.8%,"1,729,097",25.1%,"344,700",5.0%,"544,133","266,831","277,302",7.9%,"1,010,841","494,948","515,893",14.6%,"3,169,126","1,539,258","1,629,868",45.9%,"1,575,107","794,317","780,790",22.8%,"602,208","345,772","256,436",8.7%,"3,441,126","3,460,289",49.9%,50.1%,4.8%,"30,620","523,462","$38,450","1,014,200"," 115,881 ","5,021",4.3%,"45,082",38.9%,"9,394",8.1%,"67,466",58.7%,75.3,441,6.4,332,4.8,"9,451",136.9,"19,171",277.8,244,3.5,"3,482",50.5,910,13.2,"43,471",825.8,#REF!,#REF!,"10,712",210.1,"2,618",52.9,"9,788",183.6,"2,846",53.8,706,22.7,"2,290",46.3,"1,245",23.1,830,7.2,694,6.0,"2,296",36.6,957,14.2,396,5.5,659,9.7,"895,231","6,748,287",13.3%,"343,313","1,850,625",18.6%,"551,918","4,897,662",11.3%,"75,904","58,901","114,599",51.4%,"3,502,498","166,709",4.8%,"6,882,882","264,643,651,396","$38,450","42,400.1","114,893","1,642,192","6,331,648",26%,"1,231,738","4,393,281","410,454","1,938,367",21.2%,"1,554",33.3,888,18.1,955,17.9,428,23.1,770,15.2,538,8.6,619,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 275 ,HSR 4/5N,"1,446,776",35,56.9,"1,033,384",71.4%,"237,267",16.4%,"159,972",11.1%,"16,153",1.1%,"95,490","46,694","48,796",6.6%,"190,624","92,825","97,799",13.2%,"564,771","270,158","294,613",39.0%,"369,308","185,957","183,351",25.5%,"226,583","127,531","99,052",15.7%,"723,165","723,611",50.0%,50.0%,5.1%,"8,151","172,964","$28,237","295,467"," 20,435 ","1,078",5.3%,"8,855",43.3%,"1,716",8.4%,"11,196",56.2%,75.6,63,4.5,12,0.8,"2,118",146.4,"4,379",302.7,53,3.7,691,47.8,98,6.9,"14,991",880.3,#REF!,#REF!,"4,003",230.5,939,54.1,"3,335",191.6,"1,102",62.3,210,22.2,815,46.2,445,25.5,120,5.9,113,5.5,891,60.4,455,31.9,83,6.0,207,14.3,"248,102","1,380,120",18.0%,"89,744","343,723",26.1%,"158,358","1,036,397",15.3%,"18,839","12,894","19,982",64.5%,"668,695","33,907",5.1%,"1,430,774","40,400,375,657","$28,237","25,427.9","19,916","292,246","1,180,429",25%,"230,184","832,623","62,062","347,806",17.8%,422,23.9,332,19.1,315,18.2,132,18.5,263,15.2,188,11.2,212,12.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 276 ,HSR 6/5S,"6,006,316",16,415.2,"2,637,695",43.9%,"1,066,508",17.8%,"1,932,591",32.2%,"369,522",6.2%,"478,508","234,669","243,839",8.0%,"883,222","431,231","451,991",14.7%,"2,734,584","1,333,243","1,401,341",45.5%,"1,413,574","709,864","703,710",23.5%,"496,428","281,776","214,652",8.3%,"2,990,783","3,015,533",49.8%,50.2%,5.1%,"29,093","540,799","$42,296","986,646"," 102,029 ","4,364",4.3%,"40,988",40.2%,"8,862",8.7%,"59,113",59.7%,76.5,491,8.2,399,6.6,"7,716",128.5,"15,514",258.3,101,1.7,"2,073",34.5,"1,126",18.9,"35,795",820.6,#REF!,#REF!,"8,553",208.0,"2,114",53.5,"8,241",183.5,"2,270",51.2,662,25.1,"1,502",37.5,"1,095",24.7,619,6.1,534,5.2,"2,367",43.8,901,15.1,544,8.7,578,10.0,"902,969","5,930,738",15.2%,"355,017","1,662,519",21.4%,"547,952","4,268,219",12.8%,"83,275","54,489","100,257",54.3%,"2,916,612","148,391",5.1%,"5,997,311","253,664,356,842","$42,296","14,466.9","99,051","1,686,338","5,578,766",30%,"1,299,433","3,858,574","386,905","1,720,192",22.5%,972,27.4,665,16.8,816,18.6,405,26.3,744,18.0,502,9.4,717,17.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 277 ,HSR 7,"2,665,089",30,104.1,"1,591,682",59.7%,"297,873",11.2%,"672,999",25.3%,"102,535",3.8%,"198,375","97,229","101,146",7.4%,"352,633","171,513","181,120",13.2%,"1,279,992","609,052","670,940",48.0%,"584,351","293,612","290,739",21.9%,"249,738","141,075","108,663",9.4%,"1,312,481","1,352,608",49.2%,50.8%,4.4%,"10,048","220,688","$33,141","390,134"," 43,500 ","1,742",4.0%,"14,674",33.7%,"3,372",7.8%,"27,502",62.5%,71.4,80,3.0,133,5.0,"4,832",181.3,"12,960",486.3,336,12.6,"1,723",64.7,223,8.4,"16,832",780.5,#REF!,#REF!,"3,946",187.5,"1,049",50.3,"3,770",174.7,"1,063",50.0,282,23.0,756,37.1,566,26.5,244,5.6,244,5.6,"1,011",39.9,453,17.0,80,2.9,285,10.8,"374,393","2,526,677",14.8%,"123,491","657,552",18.8%,"250,902","1,869,125",13.4%,"25,891","19,569","42,859",45.7%,"1,356,161","59,482",4.4%,"2,660,195","88,161,350,636","$33,141","25,602.4","43,992","622,154","2,418,562",26%,"493,585","1,710,851","128,569","707,711",18.2%,600,29.5,419,20.3,358,16.6,168,20.7,259,12.3,227,9.5,266,12.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 278 ,HSR 8,"2,391,127",28,75.4,"935,430",39.1%,"146,531",6.1%,"1,255,469",52.5%,"53,697",2.2%,"184,414","90,383","94,031",7.7%,"346,242","169,388","176,854",14.5%,"1,024,101","506,436","517,665",42.8%,"558,784","289,166","269,618",23.4%,"277,586","158,432","119,154",11.6%,"1,213,805","1,177,322",50.8%,49.2%,4.8%,"14,245","295,802","$31,433","489,647"," 38,525 ","2,142",5.6%,"15,692",40.7%,"3,598",9.3%,"25,803",68.6%,76.1,164,6.9,140,5.9,"2,978",124.5,"9,496",397.1,104,4.3,"1,830",76.5,218,9.2,"17,820",783.9,#REF!,#REF!,"4,483",198.8,"1,054",46.8,"3,933",172.3,979,43.0,294,23.0,749,33.5,681,29.9,227,5.9,210,5.4,962,41.3,354,14.8,167,6.9,275,11.7,"394,294","2,334,774",16.9%,"160,172","643,352",24.9%,"234,122","1,691,422",13.8%,"30,327","22,151","38,409",57.7%,"1,122,593","53,860",4.8%,"2,377,838","74,742,716,582","$31,433","31,724.1","37,637","532,834","2,132,674",25%,"406,185","1,463,036","126,649","669,638",18.9%,555,25.0,343,15.3,386,16.9,203,23.1,371,16.5,321,13.7,293,12.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 279 ,HSR 9/10,"1,302,989",36,21.2,"385,055",29.6%,"45,135",3.5%,"852,149",65.4%,"20,650",1.6%,"115,680","56,662","59,018",8.9%,"188,373","92,575","95,798",14.5%,"568,837","279,764","289,073",43.7%,"283,682","147,998","135,684",21.8%,"146,417","84,354","62,063",11.2%,"661,353","641,636",50.8%,49.2%,5.4%,"17,519","227,363","$28,098","330,194"," 23,513 ","1,457",6.2%,"10,027",42.6%,"2,080",8.8%,"14,632",62.1%,84.0,91,7.0,15,1.2,951,73.0,"4,561",350.0,23,1.8,412,31.6,56,4.3,"9,262",790.0,#REF!,#REF!,"2,250",195.2,514,44.6,"1,973",167.0,471,39.9,139,20.9,543,47.1,349,29.9,127,5.4,123,5.2,505,40.6,227,17.6,45,3.4,112,9.1,"293,782","1,255,352",23.4%,"124,223","377,427",32.9%,"169,559","877,925",19.3%,"20,690","15,104","23,239",65.0%,"571,572","31,010",5.4%,"1,275,893","35,850,189,474","$28,098","61,455.5","23,558","340,884","1,131,998",30%,"271,807","756,595","69,077","375,403",18.4%,280,25.2,261,22.8,181,15.5,114,24.3,153,13.1,202,16.8,132,11.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 280 ,HSR 11,"1,993,729",19,93.6,"318,187",16.0%,"24,828",1.2%,"1,629,366",81.7%,"21,348",1.1%,"204,056","100,106","103,950",10.2%,"322,350","158,620","163,730",16.2%,"884,329","439,665","444,664",44.4%,"383,183","200,137","183,046",19.2%,"199,811","112,827","86,984",10.0%,"1,011,355","982,374",50.7%,49.3%,6.4%,"45,547","476,193","$21,270","644,629"," 42,507 ","2,823",6.6%,"17,465",41.1%,"3,438",8.1%,"23,854",59.8%,96.7,218,11.0,19,1.0,864,43.3,"5,677",284.7,67,3.4,966,48.5,139,7.0,"11,291",698.0,#REF!,#REF!,"2,913",185.9,625,40.1,"2,318",142.8,549,34.2,167,18.6,400,25.7,513,32.1,231,5.4,233,5.5,558,30.1,250,12.5,104,5.3,125,6.9,"617,705","1,943,549",31.8%,"273,373","645,429",42.4%,"344,332","1,298,120",26.5%,"41,191","32,798","42,543",77.1%,"798,187","50,776",6.4%,"1,946,000","41,392,292,481","$21,270","21,292.3","39,902","551,527","1,777,164",31%,"432,793","1,130,102","118,734","647,062",18.3%,250,16.8,253,16.6,211,12.9,116,18.2,289,18.4,283,17.1,287,17.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 281 , Border Area (43) ,"4,620,038",43,59.6,"1,027,777",22.2%,"167,238",3.6%,"3,343,584",72.4%,"81,439",1.8%,"427,942","209,881","218,061",9.3%,"711,325","349,307","362,018",15.4%,"2,045,485","1,018,175","1,027,310",44.3%,"956,975","501,530","455,445",20.7%,"478,311","274,181","204,130",10.4%,"2,353,074","2,266,964",50.9%,49.1%,5.8%,"69,209","882,808","$26,042","1,260,255"," 88,729 ","5,469",6.2%,"36,319",40.9%,"7,754",8.7%,"53,959",63.5%,87.1,450,9.7,167,3.6,"3,883",84.0,"16,641",360.2,149,3.2,"2,679",58.0,384,8.3,"28,938",738.2,#REF!,#REF!,"7,206",188.4,"1,644",43.1,"6,147",156.4,"1,412",36.2,465,20.9,"1,157",30.5,"1,257",32.4,496,5.6,479,5.4,"1,510",35.1,615,13.4,274,5.8,373,8.6,"1,146,044","4,514,497",25.4%,"497,111","1,399,271",35.5%,"648,933","3,115,226",20.8%,"78,323","60,408","88,669",68.1%,"1,967,324","113,885",5.8%,"4,549,538","118,480,885,663","$26,042","77,514.4","84,960","1,197,703","4,139,531",29%,"935,226","2,722,750","262,477","1,416,781",18.5%,760,20.7,583,15.5,588,15.0,330,21.7,636,16.5,684,16.9,590,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 282 , NON Border Area (43) ,"18,887,745",211,102.5,"10,299,595",54.5%,"2,581,945",13.7%,"5,143,520",27.2%,"862,685",4.6%,"1,453,913","712,643","741,270",7.7%,"2,694,160","1,316,090","1,378,070",14.3%,"8,527,537","4,126,684","4,400,853",45.1%,"4,391,050","2,210,573","2,180,477",23.2%,"1,821,085","1,035,503","785,582",9.6%,"9,401,493","9,486,252",49.8%,50.2%,4.8%,"90,688","1,665,484","$37,366","3,053,063"," 310,580 ","13,984",4.5%,"121,610",39.2%,"25,995",8.4%,"183,284",59.7%,75.3,"1,119",6.0,899,4.8,"26,387",139.7,"58,678",310.7,805,4.3,"9,089",48.1,"2,410",12.9,"127,587",822.7,#REF!,#REF!,"31,281",207.6,"7,688",52.1,"28,629",181.9,"8,265",52.9,"2,098",23.3,"6,442",43.6,"3,923",25.0,"1,980",6.4,"1,737",5.6,"7,496",42.1,"3,166",16.8,"1,176",6.0,"1,959",10.5,"2,716,703","18,369,873",14.8%,"1,022,996","4,991,913",20.5%,"1,693,707","13,377,960",12.7%,"225,894","162,442","305,890",53.1%,"9,380,843","446,874",4.8%,"18,817,996","703,159,701,963","$37,366","184,284.2","307,194","4,657,037","17,093,511",27%,"3,575,075","11,892,283","1,081,962","5,201,228",20.8%,"4,120",29.4,"2,742",18.7,"2,768",17.7,"1,308",22.9,"2,331",15.5,"1,683",9.6,"2,059",13.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 283 , TXLA Border Area ,"830,599",18,72.6,"580,031",69.8%,"149,426",18.0%,"91,018",11.0%,"10,124",1.2%,"56,627","27,706","28,921",6.8%,"111,563","54,345","57,218",13.4%,"323,973","159,127","164,846",39.0%,"211,493","107,710","103,783",25.5%,"126,943","72,653","54,290",15.3%,"421,541","409,058",50.8%,49.2%,4.9%,"4,457","93,600","$29,739","165,453"," 12,175 ",643,5.3%,"5,209",42.8%,986,8.1%,"6,531",55.1%,76.5,44,5.3,5,0.6,"1,435",172.8,"2,880",346.7,16,1.9,397,47.8,67,8.1,"8,299",851.9,#REF!,#REF!,"2,252",226.6,464,46.8,"1,798",181.9,597,59.7,112,20.8,461,46.2,250,25.4,71,5.8,65,5.3,477,56.4,249,30.4,53,6.6,108,13.1,"136,275","799,840",17.0%,"49,871","201,089",24.8%,"86,404","598,751",14.4%,"11,331","7,702","11,845",65.0%,"403,342","19,605",4.9%,"820,445","24,398,814,029","$29,739","11,444.6","11,851","166,986","691,760",24%,"130,725","487,318","36,261","204,442",17.7%,231,22.6,194,19.4,170,17.3,65,16.4,154,15.5,109,11.4,115,11.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 284 , NON TXLA Border Area ,"22,677,184",236,90.6,"10,747,341",47.4%,"2,599,757",11.5%,"8,396,086",37.0%,"934,000",4.1%,"1,825,228","894,818","930,410",8.0%,"3,293,922","1,611,052","1,682,870",14.5%,"10,249,049","4,985,732","5,263,317",45.2%,"5,136,532","2,604,393","2,532,139",22.7%,"2,172,453","1,237,031","935,422",9.6%,"11,333,026","11,344,158",50.0%,50.0%,4.9%,"155,440","2,454,692","$35,359","4,147,865"," 387,134 ","18,810",4.9%,"152,720",39.4%,"32,763",8.5%,"230,712",60.7%,77.6,"1,525",6.8,"1,061",4.7,"28,835",127.2,"72,439",319.4,938,4.1,"11,371",50.1,"2,727",12.1,"148,226",803.6,#REF!,#REF!,"36,235",202.6,"8,868",50.5,"32,978",176.6,"9,080",49.1,"2,451",22.9,"7,138",40.6,"4,930",26.6,"2,405",6.2,"2,151",5.5,"8,529",40.2,"3,532",15.7,"1,397",6.0,"2,224",10.1,"3,726,472","22,084,530",16.9%,"1,470,236","6,190,095",23.8%,"2,256,236","15,894,435",14.2%,"292,886","215,148","382,714",56.2%,"10,944,825","541,154",4.9%,"22,547,089","797,241,773,597","$35,359","250,354.0","380,303","5,687,754","20,541,282",28%,"4,379,576","14,127,715","1,308,178","6,413,567",20.4%,"4,649",28.0,"3,131",18.0,"3,186",17.1,"1,573",23.0,"2,813",15.7,"2,258",11.0,"2,534",13.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 285 ,Abilene MSA,"161,991",3,59.0,"114,599",70.7%,"12,024",7.4%,"31,803",19.6%,"3,565",2.2%,"12,147","5,959","6,188",7.5%,"20,839","10,323","10,516",12.9%,"72,118","33,944","38,174",44.5%,"35,997","18,427","17,570",22.2%,"20,890","12,100","8,790",12.9%,"80,753","81,238",49.9%,50.1%,4.0%,860,"16,992","$29,155","30,427"," 2,491 ",148,5.9%,993,39.9%,239,9.6%,"1,639",66.7%,73.4,3,1.9,0,---,248,153.1,584,360.5,4,2.5,53,32.7,8,5.1,"1,507",900.0,#REF!,#REF!,416,245.6,97,56.3,312,188.7,98,59.0,25,28.2,89,53.7,57,34.8,26,10.4,7,---,59,35.8,27,16.6,5,---,26,15.3,"24,705","147,607",16.7%,"8,998","38,847",23.2%,"15,707","108,760",14.4%,"2,010","1,395","2,471",56.5%,"81,581","3,284",4.0%,"158,734","4,627,956,385","$29,155","2,745.2","2,458","30,018","129,260",23%,"23,595","89,942","6,423","39,318",16.3%,53,30.3,32,19.1,33,19.5,16,---,22,13.2,20,12.7,16,---,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 286 ,Amarillo MSA,"241,469",4,66.0,"163,905",67.9%,"14,135",5.9%,"56,344",23.3%,"7,085",2.9%,"17,809","8,734","9,075",7.4%,"33,884","16,596","17,288",14.0%,"105,145","51,091","54,054",43.5%,"56,434","28,433","28,001",23.4%,"28,197","16,325","11,872",11.7%,"121,179","120,290",50.2%,49.8%,3.7%,"1,007","23,669","$29,927","45,204"," 3,855 ",210,5.4%,"1,473",38.2%,384,10.0%,"2,472",63.9%,75.5,7,3.0,10,4.1,634,262.6,"1,134",469.6,15,6.2,280,116.0,8,3.4,"2,094",903.4,#REF!,#REF!,462,200.0,131,57.1,448,192.5,122,53.0,45,34.0,182,79.6,83,35.7,24,6.2,15,---,113,47.3,54,22.0,8,---,35,14.8,"38,221","231,020",16.5%,"14,991","63,276",23.7%,"23,230","167,744",13.8%,"1,866","2,305","3,777",61.0%,"129,310","4,824",3.7%,"239,804","7,176,657,911","$29,927","3,660.4","3,866","47,685","208,410",23%,"37,130","143,895","10,555","64,515",16.4%,62,27.4,33,14.6,39,16.9,16,---,28,12.1,31,12.5,24,10.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 287 ,Austin-Round Rock MSA,"1,519,220",5,359.7,"870,896",57.3%,"120,401",7.9%,"457,668",30.1%,"70,255",4.6%,"113,796","55,825","57,971",7.5%,"203,062","98,563","104,499",13.4%,"756,259","357,722","398,537",49.8%,"335,059","166,329","168,730",22.1%,"111,044","62,816","48,228",7.3%,"741,255","777,965",48.8%,51.2%,4.2%,"4,085","108,781","$36,434","202,987"," 25,363 ",940,3.7%,"8,167",32.2%,"1,885",7.4%,"15,662",59.7%,70.9,52,3.4,85,5.6,"2,436",160.3,"7,319",481.8,274,18.0,"1,102",72.5,186,12.3,"7,339",725.1,#REF!,#REF!,"1,497",156.4,448,47.9,"1,624",157.4,403,40.2,124,19.9,330,36.0,222,22.4,134,5.3,138,5.4,511,37.1,208,13.9,32,2.0,164,10.8,"189,884","1,473,429",12.9%,"61,062","377,983",16.2%,"128,822","1,095,446",11.8%,"14,780","11,460","24,813",46.2%,"824,723","34,372",4.2%,"1,527,040","55,636,194,324","$36,434","4,224.1","26,222","357,310","1,455,531",25%,"280,549","1,040,247","76,761","415,284",18.5%,273,31.2,148,16.4,153,14.8,69,19.1,121,12.5,128,9.8,97,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
