 CNTY , CONAME ,TOTPOP,POPRANK,POPSQMI,POPANGNO,POPANGPC,POPBLNO,POPBLPCT,POPHISNO,POPHISPC,POPOTHNO,POPOTHPC,POP04TOT,POP04F,POP04M,POP04PCT,POP514TO,POP514F,POP514M,POP514PC,POP1544T,POP1544F,POP1544M,POP1544PC,POP4564T,POP4564F,POP4564M,POP4564PC,POP65T,POP65F,POP65M,POP65PC,POPTFNO,POPTMNO,POPTFMPC,POPTMPC, UNEMPRT , TANFRECP ,FSPARTIC, PCPI , MCELIG , LIVEBIR ,ADBIRNO, ADBIRPCT ,UNWEDNO, UNWEDPCT , LBWNO , LBWPCT ,PRNTNO, PREPCT ,FERTILRT,TBNO,TBRATE,SYPHNO, SYPHRATE ,GONNO, GONRATE ,CHLAMNO,CHLAMRTE,PERTNO, PERTRATE ,VARICNO, VARICRTE ,AIDSNO, AIDSRATE , ALLDEANO ,ALLDEART,CDDEANO,CDDEART,HRTDEANO,HRTDEART,STRDEANO,STRDEART,CANDEANO, CANDEART ,LNGCANDN, LNGCANDR ,BRCANDN, BRCANDR ,COPDDN, COPDDR ,DIADEANO, DIADEART ,INFDEANO, INFDEART ,FTLDEANO,FTLDEART,ACCDEANO, ACCDEART ,MVDEANO, MVDEART ,HMIDEANO, HMIDEART ,SUIDEANO, SUIDEART , POVTOT ,PopUniv_Tot, POVPCT , POV017NO , PopUniv_LT18 , POV017PC , POVGT17N , PopUniv_18+ , POVGT17P , CHIP , Medbirth , Totbirth , MedbirthP , LaborForce , #UnEmp , UnEmp% ,PercapPop,PersInc, PercapInc ,AREA2,PreNatal,NOHILT65,NOHILT65POP,NOHILT65%,NOHI1864,NOHI1864POP,NOHILT18,NOHILT18POP,NOHILT18%,Alzheimer's,ALZDEART, FLUDEANO , FLUDEART , CLNDEANO , CLNDEART , PRSTDEANO , PRSTDEART , NEPHDEANO , NEPHDEART , LVRDEANO , LVVRDEART , SEPTDEANO , SEPTDEART ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,YEAR of DATA,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,SFY2009,SFY2009,2009,SFY2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009 ,2009 ,2009 ,2009 ,2009 ,2009 ,2009 ,2009 ,2009 ,2009 ,SFY2009,FY2009,FY2009,2009 ,2009 ,2009 ,2009 ,2009 ,2009 ,2009 ,2009,2009 ,2009 ,2009 ,2009 ,2009 ,2009 ,2009 ,2009 ,2009 ,2009 ,2009 ,2009 ,2009 ,2009 ,2009 ,2009 ,2009 ,2009 ,2009 ,2009 ,2009 ,2009 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 76 , Fisher County ,"4,113",211,4.6,"2,962",72.0%,112,2.7%,"1,011",24.6%,28,0.7%,203,96,107,4.9%,428,211,217,10.4%,"1,380",699,681,33.6%,"1,147",559,588,27.9%,955,524,431,23.2%,"2,089","2,024",50.8%,49.2%,6.1%,3,381,"$29,979",592, 40 ,2,5.0%,16,40.0%,3,7.5%,17,42.5%,57.2,0,---,0,---,3,72.9,7,170.2,0,---,1,24.3,0,---,63,915.8,#REF!,#REF!,14,---,3,---,9,---,4,---,0,---,7,---,1,---,1,---,1,---,5,---,2,---,1,---,0,---,734,"3,828",19.2%,213,822,25.9%,521,"3,006",17.3%,56,0,37,0.0%,"2,018",124,6.1%,"3,866","115,898,814","$29,979",901.2,40,819,"2,958",28%,665,"2,143",154,815,18.9%,2,---,3,---,0,---,2,---,2,---,1,---,1,---,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 77 , Floyd County ,"7,206",188,7.3,"3,171",44.0%,266,3.7%,"3,719",51.6%,50,0.7%,587,284,303,8.1%,"1,080",515,565,15.0%,"2,717","1,353","1,364",37.7%,"1,656",822,834,23.0%,"1,166",662,504,16.2%,"3,636","3,570",50.5%,49.5%,6.8%,2,"1,203","$32,738","1,721", 107 ,6,5.6%,52,48.6%,14,13.1%,55,51.9%,79.1,0,---,0,---,5,69.4,19,263.7,0,---,0,---,0,---,70,784.4,#REF!,#REF!,13,---,8,---,19,---,4,---,5,---,5,---,3,---,0,---,1,---,5,---,3,---,0,---,0,---,"1,468","6,336",23.2%,635,"1,877",33.8%,833,"4,459",18.7%,192,0,100,0.0%,"3,187",218,6.8%,"6,474","211,945,812","$32,738",992.2,106,"1,612","5,205",31%,"1,233","3,356",379,"1,849",20.5%,3,---,2,---,3,---,0,---,1,---,1,---,1,---,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 78 , Foard County ,"1,439",243,2.0,"1,100",76.4%,50,3.5%,277,19.2%,12,0.8%,73,34,39,5.1%,150,75,75,10.4%,495,249,246,34.4%,353,181,172,24.5%,368,213,155,25.6%,752,687,52.3%,47.7%,5.8%,0,132,"$30,956",307, 11 ,1,9.1%,8,72.7%,2,18.2%,8,72.7%,44.2,0,---,0,---,0,---,0,---,0,---,0,---,0,---,15,---,#REF!,#REF!,10,---,1,---,1,---,0,---,0,---,1,---,0,---,0,---,0,---,0,---,0,---,0,---,0,---,260,"1,309",19.9%,90,289,31.1%,170,"1,020",16.7%,35,0,15,0.0%,718,42,5.8%,"1,334","41,295,304","$30,956",706.7,11,331,"1,000",33%,270,715,61,285,21.4%,0,---,0,---,1,---,0,---,0,---,0,---,0,---,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 79 , Fort Bend County ,"560,064",10,640.4,"222,184",39.7%,"126,776",22.6%,"130,144",23.2%,"80,960",14.5%,"34,083","16,658","17,425",6.1%,"81,986","39,948","42,038",14.6%,"233,723","116,802","116,921",41.7%,"171,240","88,075","83,165",30.6%,"39,032","20,865","18,167",7.0%,"282,348","277,716",50.4%,49.6%,7.2%,551,"31,163","$45,798","50,143"," 7,970 ",175,2.2%,"2,109",26.5%,760,9.5%,"4,794",63.5%,68.2,35,6.4,32,5.7,293,52.3,"1,099",196.2,13,2.3,43,7.7,33,6.0,"2,162",676.2,#REF!,#REF!,503,171.6,117,43.6,493,138.9,115,36.1,54,23.1,76,28.5,67,20.0,49,6.1,34,4.2,138,32.2,57,10.2,33,5.7,39,6.9,"41,208","550,975",7.5%,"16,803","161,306",10.4%,"24,405","389,669",6.3%,"9,914",0,"8,087",0.0%,"272,021","19,706",7.2%,"556,870","25,503,532,260","$45,798",874.6,"7,546","95,641","510,520",19%,"75,654","347,288","19,987","163,232",12.2%,43,19.6,33,10.6,52,15.7,21,16.1,34,11.7,36,8.0,71,24.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 80 , Franklin County ,"10,532",164,36.9,"8,805",83.6%,437,4.1%,"1,213",11.5%,77,0.7%,588,282,306,5.6%,"1,255",637,618,11.9%,"3,505","1,689","1,816",33.3%,"2,950","1,543","1,407",28.0%,"2,234","1,246",988,21.2%,"5,397","5,135",51.2%,48.8%,6.9%,14,760,"$30,484","1,912", 117 ,6,5.1%,55,47.0%,10,8.5%,68,58.6%,69.3,1,9.3,0,---,9,85.5,43,408.3,1,9.5,0,---,0,---,125,847.9,#REF!,#REF!,29,180.0,8,---,18,---,5,---,1,---,5,---,0,---,0,---,0,---,8,---,2,---,1,---,6,---,"1,652","10,648",15.5%,630,"2,566",24.6%,"1,022","8,082",12.6%,225,0,128,0.0%,"5,541",380,6.9%,"10,841","330,477,044","$30,484",285.7,116,"2,262","8,676",26%,"1,798","6,140",464,"2,536",18.3%,3,---,4,---,0,---,0,---,4,---,0,---,2,---,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 81 , Freestone County ,"19,910",121,22.7,"13,864",69.6%,"3,679",18.5%,"2,233",11.2%,134,0.7%,"1,292",632,660,6.5%,"2,375","1,145","1,230",11.9%,"7,747","3,038","4,709",38.9%,"5,166","2,675","2,491",25.9%,"3,330","1,850","1,480",16.7%,"9,340","10,570",46.9%,53.1%,6.3%,22,"1,731","$29,669","3,432", 219 ,7,3.2%,88,40.2%,14,6.4%,136,64.2%,72.1,0,---,0,---,15,75.3,39,195.9,3,15.1,0,---,1,5.3,200,800.9,#REF!,#REF!,55,211.7,12,---,44,179.7,12,---,7,---,11,---,3,---,0,---,1,---,12,---,8,---,3,---,2,---,"2,660","17,842",14.9%,883,"4,496",19.6%,"1,777","13,346",13.3%,223,0,212,0.0%,"10,243",643,6.3%,"19,390","575,281,910","$29,669",877.4,212,"4,113","15,898",26%,"3,383","11,412",730,"4,486",16.3%,5,---,5,---,6,---,2,---,5,---,2,---,4,---,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 82 , Frio County ,"16,343",134,14.4,"3,123",19.1%,663,4.1%,"12,460",76.2%,97,0.6%,"1,301",635,666,8.0%,"2,312","1,104","1,208",14.1%,"7,216","2,833","4,383",44.2%,"3,626","1,784","1,842",22.2%,"1,888","1,061",827,11.6%,"7,417","8,926",45.4%,54.6%,7.6%,48,"3,818","$24,333","5,644", 255 ,18,7.1%,174,68.2%,27,10.6%,122,51.0%,90.0,22,133.4,0,---,5,30.6,81,495.6,6,36.7,4,24.5,2,12.1,130,857.0,#REF!,#REF!,33,219.5,6,---,28,182.0,6,---,2,---,8,---,5,---,2,---,1,---,5,---,2,---,0,---,0,---,"4,554","14,049",32.4%,"1,753","4,322",40.6%,"2,801","9,727",28.8%,330,0,260,0.0%,"7,446",566,7.6%,"16,156","393,123,948","$24,333","1,133.0",239,"4,352","13,791",32%,"3,724","9,550",628,"4,241",14.8%,4,---,1,---,3,---,0,---,5,---,6,---,3,---,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 83 , Gaines County ,"15,409",137,10.3,"8,659",56.2%,352,2.3%,"6,316",41.0%,82,0.5%,"1,497",732,765,9.7%,"2,430","1,209","1,221",15.8%,"6,192","3,016","3,176",40.2%,"3,524","1,778","1,746",22.9%,"1,766",977,789,11.5%,"7,712","7,697",50.0%,50.0%,6.4%,8,"1,223","$27,178","3,414", 371 ,24,6.5%,109,29.4%,17,4.6%,165,45.1%,123.0,0,---,0,---,5,32.4,43,279.1,0,---,0,---,0,---,115,824.3,#REF!,#REF!,26,185.5,9,---,31,210.1,10,---,3,---,4,---,6,---,1,---,2,---,5,---,5,---,1,---,1,---,"2,524","15,269",16.5%,"1,182","5,152",22.9%,"1,342","10,117",13.3%,611,0,355,0.0%,"7,016",449,6.4%,"15,382","418,051,996","$27,178","1,502.4",366,"4,980","13,477",37%,"3,654","8,393","1,326","5,084",26.1%,2,---,2,---,2,---,1,---,3,---,3,---,0,---,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 84 , Galveston County ,"287,964",16,722.6,"166,350",57.8%,"42,737",14.8%,"67,313",23.4%,"11,564",4.0%,"20,479","10,048","10,431",7.1%,"37,793","18,585","19,208",13.1%,"117,306","58,917","58,389",40.7%,"79,109","39,874","39,235",27.5%,"33,277","18,789","14,488",11.6%,"146,213","141,751",50.8%,49.2%,8.2%,515,"29,372","$41,621","43,380"," 4,201 ",159,3.8%,"1,819",43.3%,381,9.1%,"2,608",62.9%,71.3,14,4.8,40,13.9,291,101.1,"1,015",352.5,7,2.4,65,22.6,22,7.6,"2,235",808.6,#REF!,#REF!,501,182.8,131,48.9,517,181.0,151,51.8,42,26.8,97,36.6,75,27.1,22,5.2,26,6.2,116,40.9,37,12.9,27,8.8,48,16.5,"41,606","282,168",14.7%,"13,941","73,796",18.9%,"27,665","208,372",13.3%,"3,509",0,"4,113",0.0%,"144,922","11,815",8.2%,"286,814","11,937,485,494","$41,621",398.5,"4,143","54,462","249,660",22%,"43,578","175,504","10,884","74,156",14.7%,67,27.0,50,18.4,48,16.5,16,---,55,21.0,44,14.1,52,18.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 85 , Garza County ,"5,069",204,5.7,"2,683",52.9%,261,5.1%,"2,100",41.4%,25,0.5%,358,173,185,7.1%,644,306,338,12.7%,"2,024",840,"1,184",39.9%,"1,244",561,683,24.5%,799,444,355,15.8%,"2,324","2,745",45.8%,54.2%,5.3%,39,665,"$36,939","1,317", 89 ,6,6.7%,46,51.7%,6,6.7%,46,52.3%,106.0,1,19.2,0,---,2,39.5,10,197.3,0,---,2,39.5,2,38.4,45,715.2,#REF!,#REF!,12,---,5,---,7,---,0,---,0,---,3,---,3,---,2,---,0,---,2,---,1,---,0,---,1,---,907,"4,149",21.9%,358,"1,152",31.1%,549,"2,997",18.3%,115,0,97,0.0%,"2,438",129,5.3%,"4,659","172,098,801","$36,939",895.6,88,"1,209","3,903",31%,954,"2,674",255,"1,229",20.7%,1,---,0,---,2,---,0,---,2,---,1,---,0,---,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 86 , Gillespie County ,"24,711",103,23.3,"20,086",81.3%,33,0.1%,"4,474",18.1%,118,0.5%,"1,238",602,636,5.0%,"2,498","1,272","1,226",10.1%,"6,894","3,410","3,484",27.9%,"7,426","4,014","3,412",30.1%,"6,655","3,704","2,951",26.9%,"13,002","11,709",52.6%,47.4%,4.5%,9,"1,275","$44,723","3,177", 265 ,17,6.4%,94,35.5%,18,6.8%,168,64.1%,77.7,1,4.0,0,---,0,---,49,198.3,1,4.0,8,32.4,2,7.9,333,713.2,#REF!,#REF!,84,177.5,20,---,75,154.1,18,---,8,---,14,---,4,---,0,---,0,---,15,---,2,---,1,---,4,---,"2,609","23,652",11.0%,872,"4,963",17.6%,"1,737","18,689",9.3%,455,0,282,0.0%,"13,733",613,4.5%,"24,180","1,081,402,140","$44,723","1,061.1",262,"4,828","17,534",28%,"3,778","12,563","1,050","4,971",21.1%,16,---,5,---,2,---,5,---,7,---,5,---,5,---,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 87 , Glasscock County ,"1,270",245,1.4,853,67.2%,5,0.4%,411,32.4%,1,0.1%,82,37,45,6.5%,167,82,85,13.1%,487,237,250,38.3%,337,158,179,26.5%,197,93,104,15.5%,607,663,47.8%,52.2%,4.9%,0,45,"$38,371",97, 12 ,1,8.3%,5,41.7%,2,16.7%,7,58.3%,50.6,0,---,0,---,0,---,1,78.7,0,---,0,---,0,---,11,---,#REF!,#REF!,5,---,0,---,2,---,0,---,0,---,0,---,0,---,1,---,0,---,1,---,1,---,0,---,0,---,132,"1,219",10.8%,52,321,16.2%,80,898,8.9%,31,0,10,0.0%,654,32,4.9%,"1,221","46,850,991","$38,371",900.8,12,303,"1,054",29%,221,731,82,323,25.4%,0,---,0,---,0,---,0,---,0,---,0,---,0,---,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 88 , Goliad County ,"7,351",187,8.6,"4,273",58.1%,311,4.2%,"2,744",37.3%,23,0.3%,449,217,232,6.1%,848,391,457,11.5%,"2,492","1,208","1,284",33.9%,"2,189","1,108","1,081",29.8%,"1,373",754,619,18.7%,"3,678","3,673",50.0%,50.0%,6.9%,71,817,"$29,071","1,358", 73 ,2,2.7%,32,43.8%,7,9.6%,47,65.3%,60.4,1,13.1,0,---,4,54.4,16,217.7,0,---,2,27.2,0,---,68,663.2,#REF!,#REF!,18,---,5,---,20,---,8,---,0,---,3,---,2,---,0,---,0,---,0,---,0,---,0,---,0,---,"1,083","6,942",15.6%,372,"1,594",23.3%,711,"5,348",13.3%,110,0,76,0.0%,"3,470",238,6.9%,"7,033","204,456,343","$29,071",853.5,72,"1,470","5,694",26%,"1,190","4,099",280,"1,595",17.6%,3,---,1,---,3,---,0,---,1,---,0,---,1,---,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 89 , Gonzales County ,"19,522",122,18.3,"8,956",45.9%,"1,665",8.5%,"8,783",45.0%,118,0.6%,"1,566",766,800,8.0%,"2,675","1,271","1,404",13.7%,"7,477","3,548","3,929",38.3%,"4,720","2,327","2,393",24.2%,"3,084","1,706","1,378",15.8%,"9,618","9,904",49.3%,50.7%,5.5%,52,"3,246","$28,092","5,325", 307 ,31,10.1%,171,55.7%,32,10.4%,142,46.4%,86.5,1,5.0,0,---,33,169.0,97,496.9,0,---,9,46.1,0,---,201,843.6,#REF!,#REF!,28,112.4,11,---,43,175.3,11,---,3,---,9,---,4,---,1,---,0,---,8,---,4,---,1,---,3,---,"3,832","19,377",19.8%,"1,735","5,489",31.6%,"2,097","13,888",15.1%,370,0,312,0.0%,"10,144",557,5.5%,"19,610","550,884,120","$28,092","1,067.8",306,"5,196","16,229",32%,"4,044","10,804","1,152","5,425",21.2%,13,---,4,---,6,---,3,---,3,---,3,---,8,---,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 90 , Gray County ,"22,698",108,24.5,"16,826",74.1%,"1,510",6.7%,"3,994",17.6%,368,1.6%,"1,380",671,709,6.1%,"2,815","1,379","1,436",12.4%,"8,763","3,703","5,060",38.6%,"5,573","2,800","2,773",24.6%,"4,167","2,425","1,742",18.4%,"10,978","11,720",48.4%,51.6%,8.2%,124,"2,070","$39,357","4,543", 327 ,20,6.1%,141,43.1%,32,9.8%,201,61.7%,88.3,1,4.6,0,---,7,30.8,85,374.5,1,4.4,3,13.2,0,---,269,864.8,#REF!,#REF!,70,206.1,24,74.7,52,170.4,17,---,3,---,29,92.0,16,---,4,---,1,---,12,---,8,---,1,---,4,---,"3,071","20,312",15.1%,"1,129","5,507",20.5%,"1,942","14,805",13.1%,314,0,335,0.0%,"11,475",938,8.2%,"22,074","868,766,418","$39,357",928.3,326,"4,976","17,832",28%,"3,947","12,267","1,029","5,565",18.5%,7,---,5,---,5,---,1,---,5,---,2,---,2,---,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 91 , Grayson County ,"119,618",33,128.1,"95,884",80.2%,"7,407",6.2%,"12,835",10.7%,"3,492",2.9%,"8,049","3,939","4,110",6.7%,"14,883","7,292","7,591",12.4%,"46,340","22,808","23,532",38.7%,"32,321","16,309","16,012",27.0%,"18,025","10,327","7,698",15.1%,"60,675","58,943",50.7%,49.3%,8.1%,187,"12,000","$32,066","20,974"," 1,551 ",77,5.0%,699,45.1%,136,8.8%,809,52.8%,68.0,3,2.5,1,0.8,69,57.7,287,239.9,4,3.3,45,37.6,4,3.3,"1,228",845.8,#REF!,#REF!,334,223.6,54,35.5,288,199.9,89,62.6,14,---,85,59.6,30,20.7,6,---,8,---,58,46.4,23,18.8,4,---,16,---,"16,494","117,019",14.1%,"5,972","28,852",20.7%,"10,522","88,167",11.9%,"1,608",0,"1,600",0.0%,"56,865","4,585",8.1%,"120,030","3,848,881,980","$32,066",933.5,"1,532","25,202","99,284",25%,"20,332","70,154","4,870","29,130",16.7%,59,38.1,29,19.9,37,25.5,7,---,15,---,14,---,11,---,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 92 , Gregg County ,"119,194",34,435.0,"72,876",61.1%,"24,553",20.6%,"19,587",16.4%,"2,178",1.8%,"9,065","4,447","4,618",7.6%,"16,691","8,240","8,451",14.0%,"48,198","23,549","24,649",40.4%,"29,078","14,926","14,152",24.4%,"16,162","9,410","6,752",13.6%,"60,572","58,622",50.8%,49.2%,7.2%,343,"14,218","$42,228","27,046"," 1,970 ",103,5.2%,972,49.3%,194,9.8%,993,51.4%,83.7,4,3.3,26,21.8,380,318.8,795,667.0,4,3.4,39,32.7,19,15.6,"1,227",945.4,#REF!,#REF!,313,238.3,57,43.4,253,195.0,80,61.9,22,30.4,84,64.2,35,27.1,16,---,6,---,55,45.9,18,---,11,---,18,---,"17,441","116,132",15.0%,"7,106","31,660",22.4%,"10,335","84,472",12.2%,"2,090",0,"1,966",0.0%,"64,926","4,663",7.2%,"119,637","5,052,031,236","$42,228",274.0,"1,932","24,695","100,357",25%,"19,420","68,657","5,275","31,700",16.6%,38,27.9,23,17.8,26,20.1,7,---,22,16.8,15,---,12,---,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 93 , Grimes County ,"25,620",99,32.3,"16,150",63.0%,"4,686",18.3%,"4,641",18.1%,143,0.6%,"1,729",852,877,6.7%,"2,978","1,497","1,481",11.6%,"9,695","4,447","5,248",37.8%,"7,540","3,435","4,105",29.4%,"3,678","1,768","1,910",14.4%,"11,999","13,621",46.8%,53.2%,8.6%,21,"3,094","$27,815","4,978", 307 ,21,6.8%,142,46.3%,15,4.9%,105,52.5%,69.0,1,4.3,0,---,26,101.5,82,320.1,1,3.9,0,---,1,4.3,199,704.8,#REF!,#REF!,54,190.9,11,---,60,208.6,15,---,7,---,9,---,6,---,1,---,1,---,19,---,11,---,0,---,1,---,"4,225","23,304",18.1%,"1,402","5,878",23.9%,"2,823","17,426",16.2%,332,0,322,0.0%,"11,615",998,8.6%,"26,011","723,495,965","$27,815",793.6,200,"6,075","21,551",28%,"4,944","15,719","1,131","5,832",19.4%,3,---,1,---,10,---,1,---,4,---,1,---,1,---,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 94 , Guadalupe County ,"121,172",32,170.4,"66,909",55.2%,"6,319",5.2%,"45,538",37.6%,"2,406",2.0%,"7,448","3,637","3,811",6.1%,"17,332","8,571","8,761",14.3%,"50,002","24,664","25,338",41.3%,"32,526","16,474","16,052",26.8%,"13,864","7,519","6,345",11.4%,"60,865","60,307",50.2%,49.8%,6.5%,178,"12,211","$35,988","18,029"," 1,688 ",86,5.1%,625,37.0%,132,7.8%,906,60.6%,68.4,2,1.6,1,0.8,117,96.6,265,218.7,6,5.0,13,10.7,2,1.6,817,753.6,#REF!,#REF!,196,182.2,32,31.7,203,174.8,59,50.6,10,---,39,37.7,12,---,7,---,7,---,47,42.7,14,---,3,---,14,---,"13,333","119,413",11.2%,"5,076","31,753",16.0%,"8,257","87,660",9.4%,"1,888",0,"1,685",0.0%,"59,044","3,838",6.5%,"121,432","4,370,094,816","$35,988",711.1,"1,494","23,128","104,520",22%,"18,623","72,522","4,505","31,998",14.1%,29,30.2,14,---,18,---,10,---,32,30.8,11,---,16,---,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 95 , Hale County ,"35,392",84,35.2,"14,185",40.1%,"2,123",6.0%,"18,801",53.1%,283,0.8%,"3,061","1,500","1,561",8.6%,"5,599","2,744","2,855",15.8%,"14,806","6,836","7,970",41.8%,"7,500","3,811","3,689",21.2%,"4,426","2,460","1,966",12.5%,"17,351","18,041",49.0%,51.0%,6.2%,227,"5,621","$26,602","9,711", 649 ,60,9.2%,342,52.7%,62,9.6%,332,51.3%,94.9,0,---,0,---,23,65.0,188,531.2,1,2.8,0,---,0,---,335,947.9,#REF!,#REF!,77,217.9,20,---,77,220.8,18,---,8,---,20,---,18,---,6,---,3,---,23,64.9,9,---,0,---,2,---,"6,338","32,984",19.2%,"2,783","10,394",26.8%,"3,555","22,590",15.7%,787,0,675,0.0%,"17,328","1,073",6.2%,"35,408","941,923,616","$26,602","1,004.7",647,"8,664","30,157",29%,"6,837","19,864","1,827","10,293",17.7%,19,---,8,---,6,---,1,---,10,---,3,---,4,---,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
