 CNTY , CONAME ,TOTPOP,POPRANK,POPSQMI,POPANGNO,POPANGPC,POPBLNO,POPBLPCT,POPHISNO,POPHISPC,POPOTHNO,POPOTHPC,POP04TOT,POP04F,POP04M,POP04PCT,POP514TO,POP514F,POP514M,POP514PC,POP1544T,POP1544F,POP1544M,POP1544PC,POP4564T,POP4564F,POP4564M,POP4564PC,POP65T,POP65F,POP65M,POP65PC,POPTFNO,POPTMNO,POPTFMPC,POPTMPC, UNEMPRT , TANFRECP ,FSPARTIC, PCPI , MCELIG , LIVEBIR ,ADBIRNO, ADBIRPCT ,UNWEDNO, UNWEDPCT , LBWNO , LBWPCT ,PRNTNO, PREPCT ,FERTILRT,TBNO,TBRATE,SYPHNO, SYPHRATE ,GONNO, GONRATE ,CHLAMNO,CHLAMRTE,PERTNO, PERTRATE ,VARICNO, VARICRTE ,AIDSNO, AIDSRATE , ALLDEANO ,ALLDEART,CDDEANO,CDDEART,HRTDEANO,HRTDEART,STRDEANO,STRDEART,CANDEANO, CANDEART ,LNGCANDN, LNGCANDR ,BRCANDN, BRCANDR ,COPDDN, COPDDR ,DIADEANO, DIADEART ,INFDEANO, INFDEART ,FTLDEANO,FTLDEART,ACCDEANO, ACCDEART ,MVDEANO, MVDEART ,HMIDEANO, HMIDEART ,SUIDEANO, SUIDEART , POVTOT ,PopUniv_Tot, POVPCT , POV017NO , PopUniv_LT18 , POV017PC , POVGT17N , PopUniv_18+ , POVGT17P , CHIP , Medbirth , Totbirth , MedbirthP , LaborForce , #UnEmp , UnEmp% ,PercapPop,PersInc, PercapInc ,AREA2,PreNatal,NOHILT65,NOHILT65POP,NOHILT65%,NOHI1864,NOHI1864POP,NOHILT18,NOHILT18POP,NOHILT18%,Alzheimer's,ALZDEART, FLUDEANO , FLUDEART , CLNDEANO , CLNDEART , PRSTDEANO , PRSTDEART , NEPHDEANO , NEPHDEART , LVRDEANO , LVVRDEART , SEPTDEANO , SEPTDEART ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,YEAR of DATA,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,SFY2009,SFY2009,2009,SFY2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009 ,2009 ,2009 ,2009 ,2009 ,2009 ,2009 ,2009 ,2009 ,2009 ,SFY2009,FY2009,FY2009,2009 ,2009 ,2009 ,2009 ,2009 ,2009 ,2009 ,2009,2009 ,2009 ,2009 ,2009 ,2009 ,2009 ,2009 ,2009 ,2009 ,2009 ,2009 ,2009 ,2009 ,2009 ,2009 ,2009 ,2009 ,2009 ,2009 ,2009 ,2009 ,2009 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 264 , Region 9 ,"555,206",30,14.0,"274,184",49.4%,"25,906",4.7%,"246,921",44.5%,"8,195",1.5%,"44,853","21,934","22,919",8.1%,"76,072","37,280","38,792",13.7%,"225,561","108,832","116,729",40.6%,"134,731","67,943","66,788",24.3%,"73,989","41,697","32,292",13.3%,"277,686","277,520",50.0%,50.0%,7.1%,"19,565","62,290","$38,184","119,044"," 9,459 ",640,6.8%,"4,550",48.1%,819,8.7%,"6,089",64.7%,86.9,12,2.2,7,1.3,659,118.7,"2,616",471.2,42,7.6,153,27.6,27,4.9,"4,710",795.5,#REF!,#REF!,"1,102",184.1,257,43.0,934,157.1,246,41.3,68,21.6,369,61.7,164,27.2,59,6.2,28,3.0,271,48.5,120,21.9,28,4.7,82,15.8,"84,533","531,090",15.9%,"33,284","149,608",22.2%,"51,249","381,482",13.4%,"9,184",0,"9,500",0.0%,"284,645","20,126",7.1%,"552,914","21,112,239,112","$38,184","39,746.4","9,408","131,529","473,929",28%,"104,120","323,841","27,409","150,088",18.3%,187,30.9,122,20.8,84,14.1,60,23.7,75,12.7,92,16.4,77,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 265 , Region 10 ,"781,204",6,36.0,"96,048",12.3%,"19,861",2.5%,"650,587",83.3%,"14,708",1.9%,"74,208","36,375","37,833",9.5%,"110,962","54,575","56,387",14.2%,"354,467","173,879","180,588",45.4%,"163,142","87,448","75,694",20.9%,"78,425","45,652","32,773",10.0%,"397,929","383,275",50.9%,49.1%,9.0%,"6,954","159,370","$29,391","230,734"," 14,321 ",851,5.9%,"6,330",44.2%,"1,317",9.2%,"7,984",58.4%,82.4,58,7.3,13,1.7,506,64.8,"3,495",447.4,7,0.9,152,19.5,52,6.6,"4,644",723.9,#REF!,#REF!,"1,037",166.2,259,41.7,"1,018",157.0,173,27.1,81,21.6,224,36.5,191,30.2,56,3.9,97,6.7,252,34.8,100,12.7,25,3.3,66,8.8,"179,679","761,447",23.6%,"78,152","239,399",32.6%,"101,527","522,048",19.4%,"21,383",0,"14,524",0.0%,"320,329","28,834",9.0%,"775,920","22,804,937,980","$29,391","21,709.1","13,675","214,560","677,650",32%,"178,730","440,812","35,830","236,838",15.1%,160,27.5,78,11.9,97,15.0,63,26.1,114,18.1,149,21.7,83,12.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 266 , Region 11 ,"2,044,913",19,96.0,"301,429",14.7%,"24,653",1.2%,"1,695,054",82.9%,"23,777",1.2%,"205,493","100,892","104,601",10.0%,"320,229","157,479","162,750",15.7%,"912,371","449,883","462,488",44.6%,"402,956","210,192","192,764",19.7%,"203,864","114,748","89,116",10.0%,"1,033,194","1,011,719",50.5%,49.5%,9.4%,"34,216","504,874","$25,056","694,285"," 41,316 ","2,754",6.7%,"19,678",47.6%,"3,331",8.1%,"18,399",55.1%,91.8,201,9.6,3,0.1,"1,020",49.9,"8,902",435.3,124,6.1,349,17.1,92,4.4,"12,140",724.0,#REF!,#REF!,"2,954",180.2,629,38.6,"2,440",145.1,511,30.8,168,18.2,460,28.7,538,32.3,202,4.9,198,4.8,588,31.2,229,11.4,82,4.1,134,7.0,"612,338","2,002,512",30.6%,"285,713","676,469",42.2%,"326,625","1,326,043",24.6%,"55,286",0,"41,828",0.0%,"861,734","81,376",9.4%,"2,040,127","51,117,432,833","$25,056","21,292.3","33,401","606,129","1,779,277",34%,"489,876","1,113,025","116,253","666,252",17.4%,297,19.1,399,24.1,223,13.2,111,16.3,387,23.5,315,18.1,351,21.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 267 , Border Area (15) ,"2,360,734",15,68.0,"222,342",9.4%,"24,511",1.0%,"2,085,473",88.3%,"28,408",1.2%,"245,229","120,360","124,869",10.4%,"369,965","181,977","187,988",15.7%,"1,064,681","529,973","534,708",45.1%,"453,937","241,008","212,929",19.2%,"226,922","129,223","97,699",9.6%,"1,202,541","1,158,193",50.9%,49.1%,10.0%,"39,237","595,484","$24,101","815,134"," 49,181 ","3,201",6.5%,"22,223",45.2%,"4,006",8.1%,"22,728",55.6%,92.8,257,10.6,13,0.6,922,39.1,"9,551",404.6,116,4.9,446,18.9,121,5.0,"12,820",686.8,#REF!,#REF!,"3,114",171.7,679,37.6,"2,602",139.0,465,25.3,184,17.5,481,27.1,545,29.7,220,4.5,276,5.6,620,28.8,258,11.0,86,3.7,152,7.0,"708,128","2,321,446",30.5%,"333,221","802,250",41.5%,"374,907","1,519,196",24.7%,"68,752",0,"49,891",0.0%,"945,512","94,597",10.0%,"2,355,294","56,764,934,290","$24,101","34,717.1","40,861","723,405","2,061,905",35%,"587,852","1,273,070","135,553","788,835",17.2%,317,18.6,392,21.2,254,13.6,127,17.2,372,20.2,367,18.8,360,19.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 268 , NON Border Area (15) ,"22,421,568",239,98.7,"11,140,103",49.7%,"2,837,799",12.7%,"7,375,624",32.9%,"1,068,042",4.8%,"1,702,972","834,829","868,143",7.6%,"3,130,903","1,531,101","1,599,802",14.0%,"9,976,936","4,817,391","5,159,545",44.5%,"5,363,890","2,702,933","2,660,957",23.9%,"2,246,867","1,262,446","984,421",10.0%,"11,148,700","11,272,868",49.7%,50.3%,7.4%,"65,459","2,223,993","$40,132","3,938,837"," 352,418 ","15,531",4.4%,"148,827",42.2%,"30,151",8.6%,"197,745",58.9%,73.2,"1,220",5.5,"1,631",7.3,"27,860",124.3,"94,278",420.5,"3,242",14.5,"3,999",17.8,"2,165",9.7,"149,972",790.8,#REF!,#REF!,"34,894",188.1,"8,439",46.7,"32,929",170.4,"9,103",47.6,"2,408",22.0,"8,143",45.0,"4,321",22.5,"2,174",6.2,"1,822",5.1,"8,690",41.1,"3,194",14.3,"1,408",6.1,"2,643",11.9,"3,434,952","21,854,770",15.7%,"1,321,870","5,999,744",22.0%,"2,113,082","15,855,026",13.3%,"397,502",0,"354,380",0.0%,"10,985,357","816,033",7.4%,"22,427,008","900,044,621,300","$40,132","227,081.5","335,630","4,986,764","19,669,083",25%,"4,020,128","13,649,520","966,636","6,019,563",16.1%,"4,745",27.7,"2,988",16.2,"3,129",16.1,"1,447",20.1,"3,316",18.0,"2,353",10.9,"2,725",14.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 269 , Border Area (32) ,"2,502,727",32,37.8,"254,683",10.2%,"26,540",1.1%,"2,192,261",87.6%,"29,243",1.2%,"256,728","125,978","130,750",10.3%,"390,330","192,012","198,318",15.6%,"1,122,241","556,296","565,945",44.8%,"486,575","257,148","229,427",19.4%,"246,853","140,161","106,692",9.9%,"1,271,595","1,231,132",50.8%,49.2%,9.9%,"39,957","626,330","$24,285","861,465"," 51,474 ","3,411",6.6%,"23,632",45.9%,"4,209",8.2%,"24,003",55.7%,92.5,288,11.2,14,0.6,988,39.5,"10,115",404.2,130,5.2,509,20.3,129,5.0,"14,036",694.1,#REF!,#REF!,"3,442",174.6,735,37.5,"2,845",140.3,518,26.0,201,17.7,534,27.6,601,30.2,232,4.5,285,5.5,684,29.8,281,11.3,91,3.7,167,7.2,"744,319","2,451,632",30.4%,"347,941","840,778",41.4%,"396,378","1,610,854",24.6%,"71,558",0,"52,231",0.0%,"1,011,047","100,554",9.9%,"2,493,386","60,551,564,405","$24,285","66,259.9","43,085","759,575","2,178,263",35%,"617,170","1,351,248","142,405","827,015",17.2%,339,18.2,412,20.6,273,13.4,144,17.9,414,20.8,400,19.0,385,19.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 270 , NON Border Area (32) ,"22,279,575",222,113.9,"11,107,762",49.9%,"2,835,770",12.7%,"7,268,836",32.6%,"1,067,207",4.8%,"1,691,473","829,211","862,262",7.6%,"3,110,538","1,521,066","1,589,472",14.0%,"9,919,376","4,791,068","5,128,308",44.5%,"5,331,252","2,686,793","2,644,459",23.9%,"2,226,936","1,251,508","975,428",10.0%,"11,079,646","11,199,929",49.7%,50.3%,7.4%,"64,739","2,193,147","$40,211","3,892,506"," 350,125 ","15,321",4.4%,"147,418",42.1%,"29,948",8.6%,"196,470",58.9%,73.1,"1,189",5.4,"1,630",7.3,"27,794",124.8,"93,714",420.6,"3,228",14.5,"3,936",17.7,"2,157",9.7,"148,756",790.9,#REF!,#REF!,"34,566",188.0,"8,383",46.8,"32,686",170.5,"9,050",47.8,"2,391",22.0,"8,090",45.1,"4,265",22.4,"2,162",6.2,"1,813",5.2,"8,626",41.1,"3,171",14.3,"1,403",6.1,"2,628",11.9,"3,398,761","21,724,584",15.6%,"1,307,150","5,961,216",21.9%,"2,091,611","15,763,368",13.3%,"394,696",0,"352,040",0.0%,"10,919,822","810,076",7.4%,"22,288,916","896,257,991,185","$40,211","195,538.7","333,406","4,950,594","19,552,725",25%,"3,990,810","13,571,342","959,784","5,981,383",16.0%,"4,723",27.9,"2,968",16.2,"3,110",16.1,"1,430",20.1,"3,274",17.9,"2,320",10.9,"2,700",14.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 271 ,  Non-Metro Counties  ,"3,050,229",177,15.8,"1,838,703",60.3%,"261,226",8.6%,"921,982",30.2%,"28,318",0.9%,"211,765","103,385","108,380",6.9%,"395,028","192,384","202,644",13.0%,"1,176,026","546,376","629,650",38.6%,"770,441","385,374","385,067",25.3%,"496,969","274,563","222,406",16.3%,"1,502,082","1,548,147",49.2%,50.8%,7.8%,"9,733","410,089","$31,262","700,676"," 42,703 ","2,519",5.9%,"20,008",46.9%,"3,646",8.5%,"23,108",56.7%,78.2,136,4.5,61,2.0,"2,157",70.7,"9,001",295.1,234,7.7,712,23.3,108,3.5,"31,290",845.3,#REF!,#REF!,"7,751",204.8,"1,907",50.2,"6,684",177.4,"1,958",51.0,431,22.0,"1,922",49.9,916,24.5,250,5.9,191,4.5,"1,715",53.6,789,25.8,146,4.9,447,14.7,"551,938","2,830,800",19.5%,"209,989","743,314",28.3%,"341,949","2,087,486",16.4%,"54,549",0,"43,027",0.0%,"1,438,413","112,897",7.8%,"2,991,676","93,526,549,011","$31,262","193,567.7","40,729","702,505","2,450,849",29%,"567,938","1,708,327","134,567","742,522",18.1%,"1,131",29.2,687,18.5,618,16.4,338,21.0,674,17.8,460,13.4,526,14.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 272 ,  Metro Counties  ,"21,732,073",77,318.5,"9,523,742",43.8%,"2,601,084",12.0%,"8,539,115",39.3%,"1,068,132",4.9%,"1,736,436","851,804","884,632",8.0%,"3,105,840","1,520,694","1,585,146",14.3%,"9,865,591","4,800,988","5,064,603",45.4%,"5,047,386","2,558,567","2,488,819",23.2%,"1,976,820","1,117,106","859,714",9.1%,"10,849,159","10,882,914",49.9%,50.1%,7.6%,"94,963","2,409,388","$39,617","4,053,295"," 358,896 ","16,213",4.5%,"151,042",42.1%,"30,511",8.5%,"197,365",58.8%,74.8,"1,341",6.2,"1,583",7.3,"26,625",122.5,"94,828",436.4,"3,124",14.4,"3,733",17.2,"2,178",10.0,"131,502",771.8,#REF!,#REF!,"30,257",183.4,"7,211",44.9,"28,847",166.2,"7,610",44.7,"2,161",21.6,"6,702",42.0,"3,950",23.0,"2,144",6.0,"1,907",5.3,"7,595",38.3,"2,663",12.4,"1,348",6.0,"2,348",11.0,"3,591,142","21,345,416",16.8%,"1,445,102","6,058,680",23.9%,"2,146,040","15,286,736",14.0%,"411,705",0,"361,244",0.0%,"10,492,456","797,733",7.6%,"21,790,626","863,283,006,579","$39,617","68,230.9","335,762","5,007,664","19,280,139",26%,"4,040,042","13,214,263","967,622","6,065,876",16.0%,"3,931",26.3,"2,693",16.3,"2,765",15.8,"1,236",19.6,"3,014",18.3,"2,260",11.5,"2,559",15.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 273 , HSR 01 ,"825,458",41,20.9,"482,206",58.4%,"47,852",5.8%,"277,967",33.7%,"17,433",2.1%,"63,068","30,840","32,228",7.6%,"113,287","55,408","57,879",13.7%,"354,500","169,924","184,576",42.9%,"189,695","96,040","93,655",23.0%,"104,908","59,744","45,164",12.7%,"411,956","413,502",49.9%,50.1%,5.6%,"2,113","92,702","$33,898","171,310"," 13,287 ",842,6.3%,"5,824",43.8%,"1,252",9.4%,"7,106",53.7%,78.2,20,2.4,26,3.1,"1,105",133.9,"4,145",502.1,35,4.2,157,19.0,13,1.6,"7,256",857.2,#REF!,#REF!,"1,723",201.6,414,48.8,"1,439",171.5,376,45.1,107,23.8,489,58.2,288,34.0,93,7.0,62,4.6,403,48.1,174,20.6,37,4.4,113,14.1,"138,156","779,090",17.7%,"49,807","214,245",23.2%,"88,349","564,845",15.6%,"13,685",0,"13,268",0.0%,"427,349","24,041",5.6%,"813,211","27,566,277,843","$33,898","39,429.4","13,224","182,907","695,598",26%,"147,535","480,945","35,372","214,653",16.5%,252,29.1,121,14.5,122,14.5,67,19.3,142,16.7,111,13.4,127,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 274 ,HSR 2/3,"7,322,847",49,172.7,"3,970,730",54.2%,"929,171",12.7%,"2,023,207",27.6%,"399,739",5.5%,"562,270","275,792","286,478",7.7%,"1,056,776","517,880","538,896",14.4%,"3,315,936","1,605,989","1,709,947",45.3%,"1,734,847","870,683","864,164",23.7%,"653,018","369,110","283,908",8.9%,"3,639,454","3,683,393",49.7%,50.3%,7.7%,"16,147","609,204","$40,888","1,127,246"," 113,506 ","4,734",4.2%,"46,995",41.4%,"9,263",8.2%,"63,983",57.2%,70.7,397,5.4,509,7.0,"8,508",116.2,"29,343",400.7,717,9.8,"1,493",20.4,744,10.1,"45,174",799.1,#REF!,#REF!,"10,599",192.1,"2,608",49.1,"10,211",176.9,"2,938",51.8,709,21.1,"2,564",48.5,"1,203",21.0,750,6.6,603,5.3,"2,373",35.9,792,11.0,372,4.9,774,10.6,"1,039,752","7,196,128",14.4%,"408,054","1,995,470",20.4%,"631,698","5,200,658",12.1%,"127,527",0,"114,377",0.0%,"3,613,188","279,592",7.7%,"7,341,377","300,175,472,057","$40,888","42,400.1","111,915","1,660,080","6,502,164",26%,"1,330,173","4,497,467","329,907","2,004,697",16.5%,"1,551",31.2,937,17.3,"1,027",17.6,449,21.9,962,17.6,610,9.2,652,11.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 275 ,HSR 4/5N,"1,471,381",35,57.9,"1,028,269",69.9%,"240,153",16.3%,"185,335",12.6%,"17,624",1.2%,"96,853","47,352","49,501",6.6%,"189,586","92,596","96,990",12.9%,"562,371","267,551","294,820",38.2%,"384,362","192,908","191,454",26.1%,"238,209","132,323","105,886",16.2%,"732,730","738,651",49.8%,50.2%,8.0%,"3,858","185,270","$33,298","312,999"," 20,071 ","1,012",5.0%,"9,418",46.9%,"1,727",8.6%,"10,258",53.8%,75.0,28,1.9,120,8.2,"1,881",127.8,"4,884",331.9,96,6.5,269,18.3,78,5.3,"15,700",890.3,#REF!,#REF!,"3,963",220.3,973,54.2,"3,303",181.6,"1,081",58.4,211,21.9,"1,060",57.8,407,22.9,126,6.3,86,4.3,885,58.3,411,28.2,100,6.9,252,17.0,"254,328","1,396,458",18.2%,"93,210","352,479",26.4%,"161,118","1,043,979",15.4%,"23,833",0,"20,183",0.0%,"692,954","55,653",8.0%,"1,461,807","48,675,157,754","$33,298","25,427.9","19,066","315,795","1,198,330",26%,"259,966","846,856","55,829","351,474",15.9%,589,32.5,300,17.0,279,15.4,145,19.4,302,17.0,181,10.6,224,12.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 276 ,HSR 6/5S,"6,374,417",16,440.6,"2,604,370",40.9%,"1,102,969",17.3%,"2,235,655",35.1%,"431,423",6.8%,"501,598","246,006","255,592",7.9%,"903,083","441,187","461,896",14.2%,"2,890,054","1,402,739","1,487,315",45.3%,"1,534,294","771,257","763,037",24.1%,"545,388","304,744","240,644",8.6%,"3,165,933","3,208,484",49.7%,50.3%,7.7%,"12,117","603,489","$45,611","1,087,797"," 106,198 ","4,238",4.0%,"44,480",41.9%,"9,414",8.9%,"56,125",56.2%,75.7,500,7.9,617,9.7,"6,840",107.3,"22,711",356.3,282,4.4,764,12.0,861,13.6,"37,661",798.3,#REF!,#REF!,"8,594",192.1,"2,094",48.8,"8,366",170.6,"2,218",45.9,683,24.1,"1,690",38.9,"1,065",22.1,650,6.1,578,5.4,"2,367",41.2,850,13.4,589,9.0,731,11.8,"965,373","6,265,233",15.4%,"390,640","1,775,901",22.0%,"574,733","4,489,332",12.8%,"128,887",0,"106,493",0.0%,"3,101,827","239,599",7.7%,"6,383,811","291,170,828,156","$45,611","14,466.9","99,811","1,493,020","5,688,743",26%,"1,190,803","3,908,521","302,217","1,780,222",17.0%,940,24.5,734,16.3,792,16.3,349,20.3,880,19.6,600,10.3,894,19.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 277 ,HSR 7,"2,877,349",30,112.4,"1,655,359",57.5%,"316,202",11.0%,"786,390",27.3%,"119,398",4.1%,"207,649","101,811","105,838",7.2%,"376,479","183,289","193,190",13.1%,"1,357,088","642,320","714,768",47.2%,"660,870","330,771","330,099",23.0%,"275,263","153,333","121,930",9.6%,"1,411,524","1,465,825",49.1%,50.9%,6.8%,"2,785","271,788","$36,225","476,113"," 44,168 ","1,580",3.6%,"16,148",36.6%,"3,487",7.9%,"27,518",65.9%,68.8,106,3.7,129,4.5,"4,340",150.8,"14,980",520.6,"1,986",69.0,657,22.8,199,7.0,"17,184",726.2,#REF!,#REF!,"3,765",162.8,873,38.7,"3,888",162.9,"1,059",45.2,293,21.9,874,38.9,450,18.7,253,5.7,249,5.6,"1,119",41.6,431,14.9,105,3.4,335,11.7,"442,754","2,776,475",15.9%,"144,890","714,124",20.3%,"297,864","2,062,351",14.4%,"37,183",0,"44,738",0.0%,"1,448,502","98,969",6.8%,"2,886,321","104,556,547,093","$36,225","25,602.4","41,768","574,347","2,538,099",23%,"471,980","1,818,123","102,367","719,976",14.2%,586,27.0,322,13.9,382,15.8,155,17.0,311,13.6,265,9.9,288,12.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 278 ,HSR 8,"2,529,527",28,79.7,"949,850",37.6%,"155,543",6.1%,"1,359,981",53.8%,"64,153",2.5%,"192,209","94,187","98,022",7.6%,"354,394","173,384","181,010",14.0%,"1,069,269","526,247","543,022",42.3%,"612,930","316,699","296,231",24.2%,"300,725","170,318","130,407",11.9%,"1,280,835","1,248,692",50.6%,49.4%,7.0%,"6,941","330,490","$35,472","534,443"," 39,273 ","2,081",5.3%,"17,627",44.9%,"3,547",9.0%,"23,011",67.2%,74.6,155,6.2,220,8.7,"3,923",155.1,"12,753",504.2,69,2.7,451,17.8,220,8.8,"18,323",743.2,#REF!,#REF!,"4,271",173.3,"1,011",41.4,"3,932",159.1,966,39.4,272,19.5,894,37.0,560,22.8,205,5.2,197,5.0,"1,052",42.5,345,13.8,156,6.1,308,12.1,"426,167","2,467,783",17.3%,"171,341","684,299",25.0%,"254,826","1,783,484",14.3%,"49,286",0,"39,360",0.0%,"1,180,341","82,440",7.0%,"2,526,814","89,630,662,762","$35,472","31,724.1","34,223","531,802","2,177,198",24%,"434,797","1,493,000","97,005","684,198",14.2%,500,20.8,367,15.0,377,15.1,175,18.1,515,21.1,397,15.5,389,15.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 279 ,HSR 9/10,"1,336,410",36,21.7,"370,232",27.7%,"45,767",3.4%,"897,508",67.2%,"22,903",1.7%,"119,061","58,309","60,752",8.9%,"187,034","91,855","95,179",14.0%,"580,028","282,711","297,317",43.4%,"297,873","155,391","142,482",22.3%,"152,414","87,349","65,065",11.4%,"675,615","660,795",50.6%,49.4%,8.1%,"26,519","221,660","$33,049","349,778"," 23,780 ","1,491",6.3%,"10,880",45.8%,"2,136",9.0%,"14,073",61.0%,84.1,70,5.2,20,1.5,"1,165",87.2,"6,111",457.3,49,3.7,305,22.8,79,5.9,"9,354",753.5,#REF!,#REF!,"2,139",174.5,516,42.3,"1,952",156.3,419,33.8,149,21.5,593,48.5,355,28.6,115,4.8,125,5.2,523,40.2,220,16.5,53,3.8,148,11.6,"264,212","1,292,537",20.4%,"111,436","389,007",28.6%,"152,776","903,530",16.9%,"30,567",0,"24,024",0.0%,"604,974","48,960",8.1%,"1,328,834","43,917,177,092","$33,049","61,455.5","23,083","346,089","1,151,579",30%,"282,850","764,653","63,239","386,926",16.3%,347,29.0,200,16.3,181,14.5,123,24.8,189,15.4,241,19.1,160,12.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
